FID *,Shape *,admin2Name *,admin2Pcod,admin2RefN,admin1Pcod,admin0Name,admin0Pcod,LGA_Name,num_1_ans
590,Polygon,Oruk Anam,NG003026,Oruk Anam,NG003,Nigeria,NG,ORUK ANAM,7
591,Polygon,Orumba North,NG004019,Orumba North,NG004,Nigeria,NG,ORUMBA NORTH,2
592,Polygon,Orumba South,NG004020,Orumba South,NG004,Nigeria,NG,ORUMBA SOUTH,6
593,Polygon,Ose,NG029017,Ose,NG029,Nigeria,NG,OSE,1
594,Polygon,Oshimili North,NG010014,Oshimili North,NG010,Nigeria,NG,OSHIMILI NORTH,8
595,Polygon,Oshimili South,NG010015,Oshimili South,NG010,Nigeria,NG,OSHIMILI SOUTH,5
596,Polygon,Oshodi-Isolo,NG025018,Oshodi-Isolo,NG025,Nigeria,NG,OSHODI-ISOLO,4
597,Polygon,Osisioma Ngwa,NG001011,Osisioma Ngwa,NG001,Nigeria,NG,OSISIOMA NGWA,6
598,Polygon,Osogbo,NG030030,Osogbo,NG030,Nigeria,NG,OSOGBO,3
599,Polygon,Oturkpo,NG007019,Oturkpo,NG007,Nigeria,NG,OTURKPO,6
600,Polygon,Ovia North East,NG012014,Ovia North East,NG012,Nigeria,NG,OVIA NORTH EAST,5
601,Polygon,Ovia South West,NG012015,Ovia South West,NG012,Nigeria,NG,OVIA SOUTH WEST,3
602,Polygon,Owan East,NG012016,Owan East,NG012,Nigeria,NG,OWAN EAST,8
603,Polygon,Owan West,NG012017,Owan West,NG012,Nigeria,NG,OWAN WEST,6
604,Polygon,Owerri-Municipal,NG017026,Owerri-Municipal,NG017,Nigeria,NG,OWERRI-MUNICIPAL,3
605,Polygon,Owerri North,NG017024,Owerri North,NG017,Nigeria,NG,OWERRI NORTH,7
606,Polygon,Owerri West,NG017025,Owerri West,NG017,Nigeria,NG,OWERRI WEST,6
607,Polygon,Owo,NG029018,Owo,NG029,Nigeria,NG,OWO,3
608,Polygon,Oye,NG013016,Oye,NG013,Nigeria,NG,OYE,2
609,Polygon,Oyi,NG004021,Oyi,NG004,Nigeria,NG,OYI,5
610,Polygon,Oyigbo,NG033021,Oyigbo,NG033,Nigeria,NG,OYIGBO,6
611,Polygon,Oyo East,NG031029,Oyo East,NG031,Nigeria,NG,OYO EAST,5
612,Polygon,Oyo West,NG031030,Oyo West,NG031,Nigeria,NG,OYO WEST,7
613,Polygon,Oyun,NG024015,Oyun,NG024,Nigeria,NG,OYUN,2
614,Polygon,Paikoro,NG027019,Paikoro,NG027,Nigeria,NG,PAIKORO,4
615,Polygon,Pankshin,NG032013,Pankshin,NG032,Nigeria,NG,PANKSHIN,3
616,Polygon,Patani,NG010016,Patani,NG010,Nigeria,NG,PATANI,5
617,Polygon,Pategi,NG024016,Pategi,NG024,Nigeria,NG,PATEGI,2
618,Polygon,Port-Harcourt,NG033022,Port-Harcourt,NG033,Nigeria,NG,PORT-HARCOURT,1
619,Polygon,Potiskum,NG036014,Potiskum,NG036,Nigeria,NG,POTISKUM,4
620,Polygon,Qua'an Pan,NG032014,Quaan Pan,NG032,Nigeria,NG,QUA'AN PAN,5
621,Polygon,Rabah,NG034012,Rabah,NG034,Nigeria,NG,RABAH,7
622,Polygon,Rafi,NG027020,Rafi,NG027,Nigeria,NG,RAFI,2
623,Polygon,Rano,NG020032,Rano,NG020,Nigeria,NG,RANO,4
624,Polygon,Remo North,NG028019,Remo North,NG028,Nigeria,NG,REMO NORTH,4
625,Polygon,Rijau,NG027021,Rijau,NG027,Nigeria,NG,RIJAU,7
626,Polygon,Rimi,NG021030,Rimi,NG021,Nigeria,NG,RIMI,2
627,Polygon,Rimin Gado,NG020033,Rimin Gado,NG020,Nigeria,NG,RIMIN GADO,7
628,Polygon,Ringim,NG018023,Ringim,NG018,Nigeria,NG,RINGIM,8
629,Polygon,Riyom,NG032015,Riyom,NG032,Nigeria,NG,RIYOM,6
630,Polygon,Rogo,NG020034,Rogo,NG020,Nigeria,NG,ROGO,8
631,Polygon,Roni,NG018024,Roni,NG018,Nigeria,NG,RONI,5
632,Polygon,Sabon-Gari,NG019019,Sabon-Gari,NG019,Nigeria,NG,SABON-GARI,5
633,Polygon,Sabon Birni,NG034013,Sabon Birni,NG034,Nigeria,NG,SABON BIRNI,6
634,Polygon,Sabuwa,NG021031,Sabuwa,NG021,Nigeria,NG,SABUWA,8
635,Polygon,Safana,NG021032,Safana,NG021,Nigeria,NG,SAFANA,4
636,Polygon,Sagbama,NG006006,Sagbama,NG006,Nigeria,NG,SAGBAMA,4
637,Polygon,Sakaba,NG022016,Sakaba,NG022,Nigeria,NG,SAKABA,3
638,Polygon,Saki East,NG031031,Saki East,NG031,Nigeria,NG,SAKI EAST,2
639,Polygon,Saki West,NG031032,Saki West,NG031,Nigeria,NG,SAKI WEST,2
640,Polygon,Sandamu,NG021033,Sandamu,NG021,Nigeria,NG,SANDAMU,2
641,Polygon,Sanga,NG019020,Sanga,NG019,Nigeria,NG,SANGA,1
642,Polygon,Sapele,NG010017,Sapele,NG010,Nigeria,NG,SAPELE,3
643,Polygon,Sardauna,NG035011,Sardauna,NG035,Nigeria,NG,SARDAUNA,4
644,Polygon,Shagamu,NG028020,Shagamu,NG028,Nigeria,NG,SHAGAMU,2
645,Polygon,Shagari,NG034014,Shagari,NG034,Nigeria,NG,SHAGARI,2
646,Polygon,Shanga,NG022017,Shanga,NG022,Nigeria,NG,SHANGA,4
647,Polygon,Shanono,NG020035,Shanono,NG020,Nigeria,NG,SHANONO,5
648,Polygon,Shelleng,NG002017,Shelleng,NG002,Nigeria,NG,SHELLENG,1
649,Polygon,Shendam,NG032016,Shendam,NG032,Nigeria,NG,SHENDAM,8
650,Polygon,Shinkafi,NG037011,Shinkafi,NG037,Nigeria,NG,SHINKAFI,1
651,Polygon,Shira,NG005016,Shira,NG005,Nigeria,NG,SHIRA,4
652,Polygon,Shiroro,NG027022,Shiroro,NG027,Nigeria,NG,SHIRORO,4
653,Polygon,Shomgom,NG016010,Shomgom,NG016,Nigeria,NG,SHOMGOM,7
654,Polygon,Shomolu,NG025019,Shomolu,NG025,Nigeria,NG,SHOMOLU,6
655,Polygon,Silame,NG034015,Silame,NG034,Nigeria,NG,SILAME,4
656,Polygon,Soba,NG019021,Soba,NG019,Nigeria,NG,SOBA,6
657,Polygon,Sokoto North,NG034016,Sokoto North,NG034,Nigeria,NG,SOKOTO NORTH,4
658,Polygon,Sokoto South,NG034017,Sokoto South,NG034,Nigeria,NG,SOKOTO SOUTH,1
659,Polygon,Song,NG002018,Song,NG002,Nigeria,NG,SONG,1
660,Polygon,Southern Ijaw,NG006007,Southern Ijaw,NG006,Nigeria,NG,SOUTHERN IJAW,2
661,Polygon,Sule-Tankarkar,NG018025,Sule-Tankarkar,NG018,Nigeria,NG,SULE-TANKARKAR,8
662,Polygon,Suleja,NG027023,Suleja,NG027,Nigeria,NG,SULEJA,8
663,Polygon,Sumaila,NG020036,Sumaila,NG020,Nigeria,NG,SUMAILA,5
664,Polygon,Suru,NG022018,Suru,NG022,Nigeria,NG,SURU,2
665,Polygon,Surulere,NG025020,Surulere,NG025,Nigeria,NG,SURULERE,3
666,Polygon,Surulere,NG031033,Surulere,NG031,Nigeria,NG,SURULERE,8
667,Polygon,Tafa,NG027024,Tafa,NG027,Nigeria,NG,TAFA,5
668,Polygon,Tafawa-Balewa,NG005017,Tafawa-Balewa,NG005,Nigeria,NG,TAFAWA-BALEWA,3
669,Polygon,Tai,NG033023,Tai,NG033,Nigeria,NG,TAI,3
670,Polygon,Takai,NG020037,Takai,NG020,Nigeria,NG,TAKAI,1
671,Polygon,Takum,NG035012,Takum,NG035,Nigeria,NG,TAKUM,3
672,Polygon,Talata Mafara,NG037012,Talata Mafara,NG037,Nigeria,NG,TALATA MAFARA,6
673,Polygon,Tambuwal,NG034018,Tambuwal,NG034,Nigeria,NG,TAMBUWAL,2
674,Polygon,Tangaza,NG034019,Tangaza,NG034,Nigeria,NG,TANGAZA,1
675,Polygon,Tarauni,NG020038,Tarauni,NG020,Nigeria,NG,TARAUNI,5
676,Polygon,Tarka,NG007020,Tarka,NG007,Nigeria,NG,TARKA,5
677,Polygon,Tarmua,NG036015,Tarmua,NG036,Nigeria,NG,TARMUA,5
678,Polygon,Taura,NG018026,Taura,NG018,Nigeria,NG,TAURA,5
679,Polygon,Tofa,NG020039,Tofa,NG020,Nigeria,NG,TOFA,8
680,Polygon,Toro,NG005018,Toro,NG005,Nigeria,NG,TORO,8
681,Polygon,Toto,NG026012,Toto,NG026,Nigeria,NG,TOTO,1
682,Polygon,Toungo,NG002019,Toungo,NG002,Nigeria,NG,TOUNGO,1
683,Polygon,Tsafe,NG037013,Tsafe,NG037,Nigeria,NG,TSAFE,8
684,Polygon,Tsanyawa,NG020040,Tsanyawa,NG020,Nigeria,NG,TSANYAWA,8
685,Polygon,Tudun Wada,NG020041,Tudun Wada,NG020,Nigeria,NG,TUDUN WADA,6
686,Polygon,Tureta,NG034020,Tureta,NG034,Nigeria,NG,TURETA,1
687,Polygon,Udenu,NG014015,Udenu,NG014,Nigeria,NG,UDENU,8
688,Polygon,Udi,NG014016,Udi,NG014,Nigeria,NG,UDI,8
689,Polygon,Udu,NG010018,Udu,NG010,Nigeria,NG,UDU,7
690,Polygon,Udung Uko,NG003027,Udung Uko,NG003,Nigeria,NG,UDUNG UKO,5
691,Polygon,Ughelli North,NG010019,Ughelli North,NG010,Nigeria,NG,UGHELLI NORTH,1
692,Polygon,Ughelli South,NG010020,Ughelli South,NG010,Nigeria,NG,UGHELLI SOUTH,4
693,Polygon,Ugwunagbo,NG001012,Ugwunagbo,NG001,Nigeria,NG,UGWUNAGBO,1
694,Polygon,Uhunmwonde,NG012018,Uhunmwonde,NG012,Nigeria,NG,UHUNMWONDE,2
695,Polygon,Ukanafun,NG003028,Ukanafun,NG003,Nigeria,NG,UKANAFUN,8
696,Polygon,Ukum,NG007021,Ukum,NG007,Nigeria,NG,UKUM,6
697,Polygon,Ukwa East,NG001013,Ukwa East,NG001,Nigeria,NG,UKWA EAST,3
698,Polygon,Ukwa West,NG001014,Ukwa West,NG001,Nigeria,NG,UKWA WEST,6
699,Polygon,Ukwuani,NG010021,Ukwuani,NG010,Nigeria,NG,UKWUANI,5
700,Polygon,Umu-Nneochi,NG001017,Umu-Nneochi,NG001,Nigeria,NG,UMU-NNEOCHI,8
701,Polygon,Umuahia North,NG001015,Umuahia North,NG001,Nigeria,NG,UMUAHIA NORTH,6
702,Polygon,Umuahia South,NG001016,Umuahia South,NG001,Nigeria,NG,UMUAHIA SOUTH,7
703,Polygon,Ungogo,NG020042,Ungogo,NG020,Nigeria,NG,UNGOGO,5
704,Polygon,Unuimo,NG017027,Unuimo,NG017,Nigeria,NG,UNUIMO,4
705,Polygon,Uruan,NG003029,Uruan,NG003,Nigeria,NG,URUAN,7
706,Polygon,Urue-Offong/Oruko,NG003030,Urue-Offong/Oruko,NG003,Nigeria,NG,URUE-OFFONG/ORUKO,3
707,Polygon,Ushongo,NG007022,Ushongo,NG007,Nigeria,NG,USHONGO,4
708,Polygon,Ussa,NG035013,Ussa,NG035,Nigeria,NG,USSA,7
709,Polygon,Uvwie,NG010022,Uvwie,NG010,Nigeria,NG,UVWIE,1
710,Polygon,Uyo,NG003031,Uyo,NG003,Nigeria,NG,UYO,7
711,Polygon,Uzo-Uwani,NG014017,Uzo-Uwani,NG014,Nigeria,NG,UZO-UWANI,1
712,Polygon,Vandeikya,NG007023,Vandeikya,NG007,Nigeria,NG,VANDEIKYA,4
713,Polygon,Wamako,NG034021,Wamako,NG034,Nigeria,NG,WAMAKO,6
714,Polygon,Wamba,NG026013,Wamba,NG026,Nigeria,NG,WAMBA,7
715,Polygon,Warawa,NG020043,Warawa,NG020,Nigeria,NG,WARAWA,5
716,Polygon,Warji,NG005019,Warji,NG005,Nigeria,NG,WARJI,4
717,Polygon,Warri North,NG010023,Warri North,NG010,Nigeria,NG,WARRI NORTH,1
718,Polygon,Warri South,NG010024,Warri South,NG010,Nigeria,NG,WARRI SOUTH,2
719,Polygon,Warri South West,NG010025,Warri South West,NG010,Nigeria,NG,WARRI SOUTH WEST,3
720,Polygon,Wasagu/Danko,NG022019,Wasagu/Danko,NG022,Nigeria,NG,WASAGU/DANKO,5
721,Polygon,Wase,NG032017,Wase,NG032,Nigeria,NG,WASE,7
722,Polygon,Wudil,NG020044,Wudil,NG020,Nigeria,NG,WUDIL,4
723,Polygon,Wukari,NG035014,Wukari,NG035,Nigeria,NG,WUKARI,6
724,Polygon,Wurno,NG034022,Wurno,NG034,Nigeria,NG,WURNO,1
725,Polygon,Wushishi,NG027025,Wushishi,NG027,Nigeria,NG,WUSHISHI,4
726,Polygon,Yabo,NG034023,Yabo,NG034,Nigeria,NG,YABO,5
727,Polygon,Yagba East,NG023020,Yagba East,NG023,Nigeria,NG,YAGBA EAST,4
728,Polygon,Yagba West,NG023021,Yagba West,NG023,Nigeria,NG,YAGBA WEST,7
729,Polygon,Yakurr,NG009018,Yakurr,NG009,Nigeria,NG,YAKURR,4
730,Polygon,Yala,NG009019,Yala,NG009,Nigeria,NG,YALA,7
731,Polygon,Yamaltu/Deba,NG016011,Yamaltu/Deba,NG016,Nigeria,NG,YAMALTU/DEBA,4
732,Polygon,Yankwashi,NG018027,Yankwashi,NG018,Nigeria,NG,YANKWASHI,4
733,Polygon,Yauri,NG022020,Yauri,NG022,Nigeria,NG,YAURI,3
734,Polygon,Yenegoa,NG006008,Yenegoa,NG006,Nigeria,NG,YENEGOA,5
735,Polygon,Yola South,NG002021,Yola South,NG002,Nigeria,NG,YOLA SOUTH,5
736,Polygon,Yola North,NG002020,Yola North,NG002,Nigeria,NG,YOLA NORTH,2
737,Polygon,Yorro,NG035015,Yorro,NG035,Nigeria,NG,YORRO,5
738,Polygon,Yunusari,NG036016,Yunusari,NG036,Nigeria,NG,YUNUSARI,8
739,Polygon,Yusufari,NG036017,Yusufari,NG036,Nigeria,NG,YUSUFARI,5
740,Polygon,Zaki,NG005020,Zaki,NG005,Nigeria,NG,ZAKI,5
741,Polygon,Zango,NG021034,Zango,NG021,Nigeria,NG,ZANGO,3
742,Polygon,Zango-Kataf,NG019022,Zango-Kataf,NG019,Nigeria,NG,ZANGO-KATAF,2
743,Polygon,Zaria,NG019023,Zaria,NG019,Nigeria,NG,ZARIA,4
744,Polygon,Zing,NG035016,Zing,NG035,Nigeria,NG,ZING,8
745,Polygon,Zurmi,NG037014,Zurmi,NG037,Nigeria,NG,ZURMI,2
746,Polygon,Zuru,NG022021,Zuru,NG022,Nigeria,NG,ZURU,4
747,Polygon,Bakassi,NG009005,Bakassi,NG009,Nigeria,NG,BAKASSI,1
748,Polygon,Abadam,NG008001,Abadam,NG008,Nigeria,NG,ABADAM,7
749,Polygon,Askira/Uba,NG008002,Askira/Uba,NG008,Nigeria,NG,ASKIRA/UBA,6
750,Polygon,Bama,NG008003,Bama,NG008,Nigeria,NG,BAMA,8
751,Polygon,Bayo,NG008004,Bayo,NG008,Nigeria,NG,BAYO,8
752,Polygon,Biu,NG008005,Biu,NG008,Nigeria,NG,BIU,6
753,Polygon,Chibok,NG008006,Chibok,NG008,Nigeria,NG,CHIBOK,6
754,Polygon,Damboa,NG008007,Damboa,NG008,Nigeria,NG,DAMBOA,4
755,Polygon,Dikwa,NG008008,Dikwa,NG008,Nigeria,NG,DIKWA,3
756,Polygon,Gubio,NG008009,Gubio,NG008,Nigeria,NG,GUBIO,3
757,Polygon,Guzamala,NG008010,Guzamala,NG008,Nigeria,NG,GUZAMALA,7
758,Polygon,Gwoza,NG008011,Gwoza,NG008,Nigeria,NG,GWOZA,5
759,Polygon,Hawul,NG008012,Hawul,NG008,Nigeria,NG,HAWUL,5
760,Polygon,Jere,NG008013,Jere,NG008,Nigeria,NG,JERE,7
761,Polygon,Kaga,NG008014,Kaga,NG008,Nigeria,NG,KAGA,2
762,Polygon,Kala/Balge,NG008015,Kala/Balge,NG008,Nigeria,NG,KALA/BALGE,5
763,Polygon,Konduga,NG008016,Konduga,NG008,Nigeria,NG,KONDUGA,6
764,Polygon,Kukawa,NG008017,Kukawa,NG008,Nigeria,NG,KUKAWA,4
765,Polygon,Kwaya Kusar,NG008018,Kwaya Kusar,NG008,Nigeria,NG,KWAYA KUSAR,1
766,Polygon,Mafa,NG008019,Mafa,NG008,Nigeria,NG,MAFA,8
767,Polygon,Magumeri,NG008020,Magumeri,NG008,Nigeria,NG,MAGUMERI,4
768,Polygon,Maiduguri,NG008021,Maiduguri,NG008,Nigeria,NG,MAIDUGURI,3
769,Polygon,Marte,NG008022,Marte,NG008,Nigeria,NG,MARTE,3
770,Polygon,Mobbar,NG008023,Mobbar,NG008,Nigeria,NG,MOBBAR,2
771,Polygon,Monguno,NG008024,Monguno,NG008,Nigeria,NG,MONGUNO,8
772,Polygon,Ngala,NG008025,Ngala,NG008,Nigeria,NG,NGALA,3
773,Polygon,Nganzai,NG008026,Nganzai,NG008,Nigeria,NG,NGANZAI,3
774,Polygon,Shani,NG008027,Shani,NG008,Nigeria,NG,SHANI,1
