variable.name,list_name,name,label..english,label..somali,country,area,district,region,choice
rent_pay_change,increase_decrease,no_change,No change,Aan is badalin,,,,,
rent_collector,rent_collector,no_answer,Do not wish to answer,Aanan rabin inuu ka jawaabo,,,,,
rent_collector,rent_collector,politician,Politician,Siyaasi,,,,,
rent_collector,rent_collector,host_community,Host community,Dadka deegaanka,,,,,
rent_collector,rent_collector,community_leader,Community leader,Oday bulsheed,,,,,
rent_collector,rent_collector,business_man,Business man,Ganacsade,,,,,
rent_collector,rent_collector,diaspora,Diaspora,Qurba joog,,,,,
rent_collector,rent_collector,clan_leader,Clan leader,Oday beeleed,,,,,
rent_collector,rent_collector,militia,Militia,Malayshiyo,,,,,
rent_collector,rent_collector,owner,Land Owner,Milkiilaha dhulka,,,,,
rent_collector,rent_collector,gatekeeper,Gatekeeper,Horjooge,,,,,
rent_collector,rent_collector,other,Other,Wax Kale,,,,,
rent_frequency,rent_frequency,weekly,Weekly,Isbuucii mar,,,,,
rent_frequency,rent_frequency,monthly,Monthly,Bishii mar,,,,,
rent_frequency,rent_frequency,quarterly,Quarterly,3-dii bil mar,,,,,
rent_frequency,rent_frequency,annually,Annually,Sanadkii mar,,,,,
rent_frequency,rent_frequency,other,Other,Wax Kale,,,,,
unable_pay_rent,unable_pay_rent,threats,Threats,Hanjabaad,,,,,
unable_pay_rent,unable_pay_rent,forced_labour,Forced labour,Shaqo qasab ah,,,,,
unable_pay_rent,unable_pay_rent,eviction,Eviction,Barakicin,,,,,
unable_pay_rent,unable_pay_rent,sexual_expl,Demand of sexual favour or sexual exploitations ,Dalabka in jinsi/galmo la wadaago,,,,,
unable_pay_rent,unable_pay_rent,denial_assistance,Denial of registration processes of upcoming humanitarian services ,Diidmada diiwaan gelinta kaalmadda bani'aadamnimo ee soo socota,,,,,
unable_pay_rent,unable_pay_rent,do_not_know,Do not know,Ma garanayo,,,,,
unable_pay_rent,unable_pay_rent,other,Other,Wax Kale,,,,,
food_now,y_n_dk,yes,Yes,Haa,,,,,
food_now,y_n_dk,no,No,Maya,,,,,
food_now,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
food_no_reason1,food_no,unsafe,Unsafe to access land,Aan nabad aheyn si dhul u helo ,,,,,
food_no_reason1,food_no,lack_land,There is not enough cultivation land available,Ma jirto dhul beereed ku filan,,,,,
food_no_reason1,food_no,crops_destroyed_natural,Crops have been destroyed by natural disaster,Dalaga waxaa burburiyay masiibooyinka dabiiciga ah,,,,,
food_no_reason1,food_no,crops_destroyed_fight,Crops have been destroyed by conflict,Dalaga waxaa baabi'yay dagaalada,,,,,
food_no_reason1,food_no,grow_short,Growing season was too short,Bixida oo aad u gaaban,,,,,
food_no_reason1,food_no,crops_stolen,Crops have been stolen,Dalaga waa la xaday,,,,,
food_no_reason1,food_no,no_livestock,Livestock have disease/died,Xoolahii way dhinteen/ama cudur baa ku dhacay,,,,,
food_no_reason1,food_no,food_dist_stop,Food distribution no longer occurs,Raashiin lama qeybiyo ,,,,,
food_no_reason1,food_no,no_market,No functioning market,Suuq shaqeynaayo ma jiro ,,,,,
food_no_reason1,food_no,high_prices,Prices too high to buy food,Qiimaha raashiin oo sare noqday,,,,,
food_no_reason1,food_no,no_nets,Lack of fishing nets,Shabak kaluumeysi la'aan,,,,,
food_no_reason1,food_no,nothing,No reason,Sabab la'aan,,,,,
food_no_reason1,food_no,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
food_no_reason1,food_no,other,Other,Wax kale,,,,,
food_no_reason2,food_no,unsafe,Unsafe to access land,Aan nabad aheyn si dhul u helo ,,,,,
food_no_reason2,food_no,lack_land,There is not enough cultivation land available,Ma jirto dhul beereed ku filan,,,,,
food_no_reason2,food_no,crops_destroyed_natural,Crops have been destroyed by natural disaster,Dalaga waxaa burburiyay masiibooyinka dabiiciga ah,,,,,
food_no_reason2,food_no,crops_destroyed_fight,Crops have been destroyed by conflict,Dalaga waxaa baabi'yay dagaalada,,,,,
food_no_reason2,food_no,grow_short,Growing season was too short,Bixida oo aad u gaaban,,,,,
food_no_reason2,food_no,crops_stolen,Crops have been stolen,Dalaga waa la xaday,,,,,
food_no_reason2,food_no,no_livestock,Livestock have disease/died,Xoolahii way dhinteen/ama cudur baa ku dhacay,,,,,
food_no_reason2,food_no,food_dist_stop,Food distribution no longer occurs,Raashiin lama qeybiyo ,,,,,
food_no_reason2,food_no,no_market,No functioning market,Suuq shaqeynaayo ma jiro ,,,,,
food_no_reason2,food_no,high_prices,Prices too high to buy food,Qiimaha raashiin oo sare noqday,,,,,
food_no_reason2,food_no,no_nets,Lack of fishing nets,Shabak kaluumeysi la'aan,,,,,
food_no_reason2,food_no,nothing,No reason,Sabab la'aan,,,,,
food_no_reason2,food_no,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
food_no_reason2,food_no,other,Other,Wax kale,,,,,
food_normally,food_source,cultivated,Cultivated/own production,Beertay/Abuurtay/Wax soo saarkeyga,,,,,
food_normally,food_source,forage,Foraged for wild foods,Soo aruursaday miro duureedka,,,,,
food_normally,food_source,fishing_hunting,Fishing / Hunting,Kalluumaysi/Ugaarsasho,,,,,
food_normally,food_source,bought,Bought with cash or credit,Cku iibsaday lacag cadaan ah ama deen ,,,,,
food_normally,food_source,barter,Exchange goods for food,Isku-badalasho alaab/badeeco iyo raashiinka,,,,,
food_normally,food_source,family_friends,"Given by family, friends, or other local people","Siiyay qaraabada, asxaabta ama dadka kale",,,,,
food_normally,food_source,ngo,NGO or UN agency food distribution,Cunto ay qeybisay hey'ad UN ama hey'ad aan dowli aheyn ,,,,,
food_normally,food_source,govt,Government food distribution,Raashiin ay dowladda qeybisay,,,,,
food_normally,food_source,ffa_vouchers,Food for assets/ food vouchers,Kaarka raashiinka /Raashiinka lagu bixiyo dayactirka hanti ma guurtada,,,,,
food_normally,food_source,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
food_normally,food_source,other,Other,Wax kale,,,,,
food_source,food_source,cultivated,Cultivated/own production,Beertay/Abuurtay/Wax soo saarkeyga,,,,,
food_source,food_source,forage,Foraged for wild foods,Soo aruursaday miro duureedka,,,,,
food_source,food_source,fishing_hunting,Fishing / Hunting,Kalluumaysi/Ugaarsasho,,,,,
food_source,food_source,bought,Bought with cash or credit,Cku iibsaday lacag cadaan ah ama deen ,,,,,
food_source,food_source,barter,Exchange goods for food,Isku-badalasho alaab/badeeco iyo raashiinka,,,,,
food_source,food_source,family_friends,"Given by family, friends, or other local people","Siiyay qaraabada, asxaabta ama dadka kale",,,,,
food_source,food_source,ngo,NGO or UN agency food distribution,Cunto ay qeybisay hey'ad UN ama hey'ad aan dowli aheyn ,,,,,
food_source,food_source,govt,Government food distribution,Raashiin ay dowladda qeybisay,,,,,
food_source,food_source,ffa_vouchers,Food for assets/ food vouchers,Kaarka raashiinka /Raashiinka lagu bixiyo dayactirka hanti ma guurtada,,,,,
food_source,food_source,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
food_source,food_source,other,Other,Wax kale,,,,,
food_change,food_change,amount_reduced,Amount of food available has reduced,Cadadka cuntada taala oo hoos u dhacay,,,,,
food_change,food_change,amount_increased,Amount of food available has increased,Cadadka cuntada taala oo sare u kacay,,,,,
food_change,food_change,quality_reduced,Quality of food has reduced,Tayada cuntada oo hoos u dhacay,,,,,
food_change,food_change,quality_increased,Quality of food has increased,Tayada cuntada oo sare u kacay,,,,,
food_change,food_change,variety_reduced,Variety of food has reduced,Kala duwanaashaha cuntada oo hoos u dhacay,,,,,
food_change,food_change,variety_increased,Variety of food has increased,Kala duwanaashaha cuntada oo sare u kacay,,,,,
food_change,food_change,none,Not changed,Ma is bedelin,,,,,
primary_source,income_source,subsistence_farming,Subsistence farming,Beerasho nolol maalmeed ah,,,,,
primary_source,income_source,subsistence_livestock_produce,Subsistence livestock produce,Ku tiirsanaanta wax soo saarka xoolaha la dhaqdo,,,,,
primary_source,income_source,subsistence_fishing,Subsistence fishing,Kalluumeysasho nolol maalmeed,,,,,
primary_source,income_source,cash_crop_farming,Farming for sale,Suuq geynta dallaga soo go'a,,,,,
primary_source,income_source,livestock_produce,Livestock produce for sale,Suuq geynta wax soo saarka xoolaha nool,,,,,
primary_source,income_source,cash_fishing,Cash fishing for sale,Kalluumaysi suug geyn,,,,,
primary_source,income_source,contracted,Contracted job,Shaqo heshiis leh,,,,,
primary_source,income_source,business,Business/ self employed,Ganacsi/Iskii u shaqeyste,,,,,
primary_source,income_source,day_labour,Day labour/casual work,Shaqo maalmeed,,,,,
primary_source,income_source,remittances,Remittances,Lacagaha lasoo xawilo,,,,,
primary_source,income_source,humanitarian_assistance,Humanitarian assistance,Kaalmada bani'aadamka,,,,,
primary_source,income_source,allowance_community_support,Allowance/ community support,Kaalmo bulsho,,,,,
primary_source,income_source,sale_of_humanitarian_assistance,Sale of humanitarian assistance,Iska iibinta mucaawinada,,,,,
primary_source,income_source,rent_of_land_or_property,Rent of land or property,Kiro dhul ama hanti,,,,,
primary_source,income_source,none,None,Midnaba,,,,,
primary_source,income_source,other,Other,Wax kale,,,,,
secondary_source,income_source,subsistence_farming,Subsistence farming,Beerasho nolol maalmeed ah,,,,,
secondary_source,income_source,subsistence_livestock_produce,Subsistence livestock produce,Ku tiirsanaanta wax soo saarka xoolaha la dhaqdo,,,,,
secondary_source,income_source,subsistence_fishing,Subsistence fishing,Kalluumeysasho nolol maalmeed,,,,,
secondary_source,income_source,cash_crop_farming,Farming for sale,Suuq geynta dallaga soo go'a,,,,,
secondary_source,income_source,livestock_produce,Livestock produce for sale,Suuq geynta wax soo saarka xoolaha nool,,,,,
secondary_source,income_source,cash_fishing,Cash fishing for sale,Kalluumaysi suug geyn,,,,,
secondary_source,income_source,contracted,Contracted job,Shaqo heshiis leh,,,,,
secondary_source,income_source,business,Business/ self employed,Ganacsi/Iskii u shaqeyste,,,,,
secondary_source,income_source,day_labour,Day labour/casual work,Shaqo maalmeed,,,,,
secondary_source,income_source,remittances,Remittances,Lacagaha lasoo xawilo,,,,,
secondary_source,income_source,humanitarian_assistance,Humanitarian assistance,Kaalmada bani'aadamka,,,,,
secondary_source,income_source,allowance_community_support,Allowance/ community support,Kaalmo bulsho,,,,,
secondary_source,income_source,sale_of_humanitarian_assistance,Sale of humanitarian assistance,Iska iibinta mucaawinada,,,,,
secondary_source,income_source,rent_of_land_or_property,Rent of land or property,Kiro dhul ama hanti,,,,,
secondary_source,income_source,none,None,Midnaba,,,,,
secondary_source,income_source,other,Other,Wax kale,,,,,
tertiary_source,income_source,subsistence_farming,Subsistence farming,Beerasho nolol maalmeed ah,,,,,
tertiary_source,income_source,subsistence_livestock_produce,Subsistence livestock produce,Ku tiirsanaanta wax soo saarka xoolaha la dhaqdo,,,,,
tertiary_source,income_source,subsistence_fishing,Subsistence fishing,Kalluumeysasho nolol maalmeed,,,,,
tertiary_source,income_source,cash_crop_farming,Farming for sale,Suuq geynta dallaga soo go'a,,,,,
tertiary_source,income_source,livestock_produce,Livestock produce for sale,Suuq geynta wax soo saarka xoolaha nool,,,,,
tertiary_source,income_source,cash_fishing,Cash fishing for sale,Kalluumaysi suug geyn,,,,,
tertiary_source,income_source,contracted,Contracted job,Shaqo heshiis leh,,,,,
tertiary_source,income_source,business,Business/ self employed,Ganacsi/Iskii u shaqeyste,,,,,
tertiary_source,income_source,day_labour,Day labour/casual work,Shaqo maalmeed,,,,,
tertiary_source,income_source,remittances,Remittances,Lacagaha lasoo xawilo,,,,,
tertiary_source,income_source,humanitarian_assistance,Humanitarian assistance,Kaalmada bani'aadamka,,,,,
tertiary_source,income_source,allowance_community_support,Allowance/ community support,Kaalmo bulsho,,,,,
tertiary_source,income_source,sale_of_humanitarian_assistance,Sale of humanitarian assistance,Iska iibinta mucaawinada,,,,,
tertiary_source,income_source,rent_of_land_or_property,Rent of land or property,Kiro dhul ama hanti,,,,,
tertiary_source,income_source,none,None,Midnaba,,,,,
tertiary_source,income_source,other,Other,Wax kale,,,,,
lost_sources,yes_no,yes,Yes,Haa,,,,,
lost_sources,yes_no,no,No,Maya,,,,,
livelihood_coping,live_coping,sold_livestock,Sold livestock to pay for basic household needs,Iibiyay xoolaha nool si loo soo iibiyo waxyaabaha aasaasiga u ah guriga,,,,,sold_livestock
livelihood_coping,live_coping,sold_items,"Sold household items (mobile phone, furniture, cooking equipment etc) to pay for basic needs","Iibiyay agabka qoyska sida (mobile-ka, alaabta guriga (fadhiga, jiifka), qalabka cunto karinta, iwm) si cunto loo soo iibiyo",,,,,sold_items
livelihood_coping,live_coping,sold_assets,"Sold productive assets (sewing machine, agricultural tools etc.) to pay for basic needs","Iibiyay agab wax soo saar leh sida (harqaanka, qalabka beeraha iwm.)",,,,,sold_assets
livelihood_coping,live_coping,dangerous_work,Engaged in activities that put you at risk ,Faraha kula jiro howlo halis u keeni karta,,,,,dangerous_work
livelihood_coping,live_coping,migrated_food,Abnormal migration to other areas in search of food,Isaga guuray goobo kale si cunto loo helo,,,,,migrated_food
livelihood_coping,live_coping,stop_health_edu,"Reduced household expenditure on other things (health, education) in order to pay for food",Waxa la yareeyay isticmaalka qoyska ee (caafimaadka io waxbarashada) si cunto loo soo iibiyo,,,,,stop_health_edu
livelihood_coping,live_coping,family_sep,Send family members to live in a different place (e.g. IDP settlement),U dirida qoyska qaar ka mid ah inay ku noolaadaan meelo kale sida (xero barakac),,,,,family_sep
livelihood_coping,live_coping,spent_save,Spent savings on food,Lacagahii keydka ahaa ku bixiyay cunto,,,,,spent_save
livelihood_coping,live_coping,borrow_money,Borrowing money ,In lasoo amaahdo cunto,,,,,
livelihood_coping,live_coping,children_work,Send children to work,Caruurta oo loo diro inay soo shaqeeyaan,,,,,
livelihood_coping,live_coping,none,None,Midna,,,,,
livelihood_coping,live_coping,other,Other,Wax kale,,,,,other
livelihood_used,live_coping,sold_livestock,Sold livestock to pay for basic household needs,Iibiyay xoolaha nool si loo soo iibiyo waxyaabaha aasaasiga u ah guriga,,,,,sold_livestock
livelihood_used,live_coping,sold_items,"Sold household items (mobile phone, furniture, cooking equipment etc) to pay for basic needs","Iibiyay agabka qoyska sida (mobile-ka, alaabta guriga (fadhiga, jiifka), qalabka cunto karinta, iwm) si cunto loo soo iibiyo",,,,,sold_items
livelihood_used,live_coping,sold_assets,"Sold productive assets (sewing machine, agricultural tools etc.) to pay for basic needs","Iibiyay agab wax soo saar leh sida (harqaanka, qalabka beeraha iwm.)",,,,,sold_assets
livelihood_used,live_coping,dangerous_work,Engaged in activities that put you at risk ,Faraha kula jiro howlo halis u keeni karta,,,,,dangerous_work
livelihood_used,live_coping,migrated_food,Abnormal migration to other areas in search of food,Isaga guuray goobo kale si cunto loo helo,,,,,migrated_food
livelihood_used,live_coping,stop_health_edu,"Reduced household expenditure on other things (health, education) in order to pay for food",Waxa la yareeyay isticmaalka qoyska ee (caafimaadka io waxbarashada) si cunto loo soo iibiyo,,,,,stop_health_edu
livelihood_used,live_coping,family_sep,Send family members to live in a different place (e.g. IDP settlement),U dirida qoyska qaar ka mid ah inay ku noolaadaan meelo kale sida (xero barakac),,,,,family_sep
livelihood_used,live_coping,spent_save,Spent savings on food,Lacagahii keydka ahaa ku bixiyay cunto,,,,,spent_save
livelihood_used,live_coping,borrow_money,Borrowing money ,In lasoo amaahdo cunto,,,,,
livelihood_used,live_coping,children_work,Send children to work,Caruurta oo loo diro inay soo shaqeeyaan,,,,,
livelihood_used,live_coping,none,None,Midna,,,,,
livelihood_used,live_coping,other,Other,Wax kale,,,,,other
own_livestock,yes_no,yes,Yes,Haa,,,,,
own_livestock,yes_no,no,No,Maya,,,,,
livestock_dead,proportion,none,None,Waxba,,,,,
livestock_dead,proportion,less_quarter,Less than one quarter,In ka yar hal rubac,,,,,
livestock_dead,proportion,less_half,Less than one half,In ka yar hal nus,,,,,
livestock_dead,proportion,more_half,More than one half,In ka badan hal nus,,,,,
livestock_dead,proportion,more_three_quarters,More than three quarters,Wax ka badan saddex rubac,,,,,
livestock_dead,proportion,all,All,Dhamaan,,,,,
cultivated,yes_no,yes,Yes,Haa,,,,,
cultivated,yes_no,no,No,Maya,,,,,
cultivated_damaged,yes_no,yes,Yes,Haa,,,,,
cultivated_damaged,yes_no,no,No,Maya,,,,,
currency,currency,sos,Somali shilling,Shillin Soomaali,,,,,
currency,currency,slsh,Somaliland Shilling,Shillin Soomaaliland,,,,,
currency,currency,kes,Kenyan shilling,Shillin Kenya,,,,,
currency,currency,etb,Ethiopian Birr,Birta Itoobiya,,,,,
food_price_change,increase_decrease,increase,Increase,Sare u kicid,,,,,
food_price_change,increase_decrease,decrease,Decrease,Hoos u dhicid,,,,,
food_price_change,increase_decrease,no_change,No change,Aan is badalin,,,,,
water_drinking,water_source,water_kiosk,Water Kiosk,Tabakaayo biyo,,,,,
water_drinking,water_source,piped_system,Piped System,Tuubooyin,,,,,
water_drinking,water_source,protected_well_no_hand_pump,Protected Well w/o hand pump,Ceel daboolan - Bambo gacmeed aan laheyn,,,,,
water_drinking,water_source,protected_well_with_hand_pump,Protected Well with hand Pump,Ceel daboolan - Bambo gacmeed leh,,,,,
water_drinking,water_source,unprotected_well,Unprotected Well,Ceel aan daboolneyn,,,,,
water_drinking,water_source,berkad,Berkad,Berkad,,,,,
water_drinking,water_source,river,River,Wabi,,,,,
water_drinking,water_source,tank_and_tap,Water tank and Tap,Haan biy iyo tuubo,,,,,
water_drinking,water_source,water_trucking_distrib,Water Trucking Distribution Point,Barta lagu qeybiyo biyo dhaaminta,,,,,
water_drinking,water_source,borehole,Borehole with submersible pump,Ceel riig oo bambo leh,,,,,
water_drinking,water_source,other,Other,Wax kale,,,,,
water_domestic,water_source,water_kiosk,Water Kiosk,Tabakaayo biyo,,,,,
water_domestic,water_source,piped_system,Piped System,Tuubooyin,,,,,
water_domestic,water_source,protected_well_no_hand_pump,Protected Well w/o hand pump,Ceel daboolan - Bambo gacmeed aan laheyn,,,,,
water_domestic,water_source,protected_well_with_hand_pump,Protected Well with hand Pump,Ceel daboolan - Bambo gacmeed leh,,,,,
water_domestic,water_source,unprotected_well,Unprotected Well,Ceel aan daboolneyn,,,,,
water_domestic,water_source,berkad,Berkad,Berkad,,,,,
water_domestic,water_source,river,River,Wabi,,,,,
water_domestic,water_source,tank_and_tap,Water tank and Tap,Haan biy iyo tuubo,,,,,
water_domestic,water_source,water_trucking_distrib,Water Trucking Distribution Point,Barta lagu qeybiyo biyo dhaaminta,,,,,
water_domestic,water_source,borehole,Borehole with submersible pump,Ceel riig oo bambo leh,,,,,
water_domestic,water_source,other,Other,Wax kale,,,,,
adequate_water,yes_no,yes,Yes,Haa,,,,,
adequate_water,yes_no,no,No,Maya,,,,,
water_access_challenges,water_none,water_source,There is not enough water at my water source so we reduced consumption,"Goobta biyaha aan kasoo qaadano malahan biyo ku filan, sidaas awgeed waan iska yareenay isticmaalkiisa",,,,,
water_access_challenges,water_none,no_containers,We don't have enough containers to store or carry water,Ma haysano weelal/haan nagu filan ee biyaha ku keydsan karno,,,,,
water_access_challenges,water_none,poor_quality,"The water is not good quality (taste, smell, cleanliness) so we reduced consumption","Biyaha tayo fican ma lahan (dhadhanka, shiirka, nadiif ahaanta), sidaas awgeed waan iska yareenay isticmaalkiisa",,,,,
water_access_challenges,water_none,source_far,The closest water source is far away,Goobta biyaha ee noogu dhow oo aad u fog,,,,,
water_access_challenges,water_none,source_long,The waiting time to collect water is too long,Waqtiga la sugayo biyaha qaadashiisa oo aad u dheer,,,,,
water_access_challenges,water_none,unsafe,We don't feel safe going to the water point,Amaan inooma ahan aaditaanka/gaarintaanka goobta biyaha,,,,,
water_access_challenges,water_none,not_functional,My water source is not functional,Goobta biyaha ma shaqeynayo,,,,,
water_access_challenges,water_none,other,Other,Wax kale,,,,,
water_treat,yes_no,yes,Yes,Haa,,,,,
water_treat,yes_no,no,No,Maya,,,,,
water_treat_how,water_treat_how,boiling,Boiling,Kar karinta biyaha,,,,,
water_treat_how,water_treat_how,cloth_filter,Cloth filter,Dharka/Marada oo lagu shaandheeyo biyaha,,,,,
water_treat_how,water_treat_how,other_filter,"Other kind of filter (membrane, ceramic etc)",Shaandooyinka kale sida (dhoobada iwm),,,,,
water_treat_how,water_treat_how,chlorine,Chlorine tablets/aquatabs,Koloriin/Kaniinka sifeynta biyaha,,,,,
water_treat_how,water_treat_how,other,Other,Wax kale,,,,,
water_dist,time_dist1,under_30_minutes,Under 30 minutes,Wax ka yar 30 daqiiqo ,,,,,
water_dist,time_dist1,30_minutes_1_hour,30 minutes to less than 1 hour,30 daqiiqo ilaa 1 saac wax ka yar,,,,,
water_dist,time_dist1,1_hour_half_day,One hour to less than half a day,1 saac ilaa iyo wax maalin ka yar,,,,,
water_dist,time_dist1,half_day,Half a day,Maalin barkeed,,,,,
water_dist,time_dist1,full_day,More than half a day,In ka badan maalin barkeed,,,,,
water_dist,time_dist1,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
water_pay,yes_no,yes,Yes,Haa,,,,,
water_pay,yes_no,no,No,Maya,,,,,
water_price_change,increase_decrease,increase,Increase,Sare u kicid,,,,,
water_price_change,increase_decrease,decrease,Decrease,Hoos u dhicid,,,,,
water_price_change,increase_decrease,no_change,No change,Aan is badalin,,,,,
soap_access,soap_access,yes_saw,Yes (only answer if enumerator have physically SEEN soap),Haa (Waa haddii xog-aruuriyaha uu arkay saabuunta),,,,,
soap_access,soap_access,yes_no_evidence,Yes (but could not show enumerator soap),Haa (Laakiin xog-aruuriyaha ma arkin saabuunta),,,,,
soap_access,soap_access,no,No,Maya,,,,,
no_soap_why,no_soap_why,cant_afford,We can't afford it,Ma iibsan karno,,,,,
no_soap_why,no_soap_why,use_other,We prefer using a substitute,Waxaan doorbideynaa inaan isticmaalno wax kale,,,,,
no_soap_why,no_soap_why,not_in_market,Soap is not available in the market,Suuqa laga helo saabuunta,,,,,
no_soap_why,no_soap_why,market_too_far,Market is too far,Suuqa ayaa aad u fog,,,,,
no_soap_why,no_soap_why,waiting_distribution,We are waiting for the next distribution,Saabuun qeybinta soo xigta ayaa sugeynaa,,,,,
no_soap_why,no_soap_why,ran_out,We ran out of soap,Saabuunta ayaa naga go'day,,,,,
no_soap_why,no_soap_why,not_necessary,Soap is not necessary,Saabuunta muhiim ma ahan,,,,,
no_soap_why,no_soap_why,other,Other,Wax kale,,,,,
handwashing_technique,handwashing_techniques,water_only,Water only,Biyo kaliya,,,,,
handwashing_technique,handwashing_techniques,water_soap,Water with soap,Biyo iyo saabuun,,,,,
handwashing_technique,handwashing_techniques,water_ash,Water with ash,Biyo iyo dambas,,,,,
handwashing_technique,handwashing_techniques,water_sand,Water with sand,Biyo iyo caro,,,,,
handwashing_technique,handwashing_techniques,none,Nothing,Waxba,,,,,
latrine_access,latrine_access,all_use,All members have access and use it,Dhamaan qoyska ayaa suuliga hela oo isticmaala,,,,,
latrine_access,latrine_access,some_use,All members have access but only some use it,Dhamaan qoyska ayaa suuliga hela laakiin qaar ayaa isticmaala,,,,,
latrine_access,latrine_access,some_access,Only some members have access to a latrine,Qaar ka mid ah qoyska ayaa suuliga hela,,,,,
latrine_access,latrine_access,no_access,No members have access,Qofna ma helo,,,,,
latrine_access,latrine_access,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
latrine_type,latrine_type,flush_unimproved,Flush latrine to the open,Musqul ku furan banaanka,,,,,
latrine_type,latrine_type,flush_improved,Flush latrine to a tank/sewer system/pit,"Musqul ku xeran booyad, god mise bullaacad",,,,,
latrine_type,latrine_type,pit_improved,Pit latrine covered/with slab,Godka musqusha oo daboolan,,,,,
latrine_type,latrine_type,pit_unimproved,Pit latrine open/without slab,Godka musqusha oo aan daboolneyn,,,,,
latrine_type,latrine_type,other,Other,Wax kale,,,,,
latrine_segregated,yes_no,yes,Yes,Haa,,,,,
latrine_segregated,yes_no,no,No,Maya,,,,,
latrines_accessible_disabled,yes_no,yes,Yes,Haa,,,,,
latrines_accessible_disabled,yes_no,no,No,Maya,,,,,
latrines_lockable,yes_no,yes,Yes,Haa,,,,,
latrines_lockable,yes_no,no,No,Maya,,,,,
latrines_handwashing,yes_no,yes,Yes,Haa,,,,,
latrines_handwashing,yes_no,no,No,Maya,,,,,
latrines_lighting,yes_no,yes,Yes,Haa,,,,,
latrines_lighting,yes_no,no,No,Maya,,,,,
latrine_hygiene,latrine_hygiene,v_hygienic,Very hygienic,Aad nadiif u ah,,,,,
latrine_hygiene,latrine_hygiene,hygienic,Hygienic,Nadiif ah,,,,,
latrine_hygiene,latrine_hygiene,unhygienic,Unhygienic,Aan nadiif aheyn,,,,,
latrine_hygiene,latrine_hygiene,v_unhygienic,Very unhygienic,Aad u nadiif aheyn,,,,,
no_latrine_defecation,no_latrine,open_by_home,In the open by the home,Meel banaan guriga u dhow,,,,,
no_latrine_defecation,no_latrine,open_away_home,In the open away from the home,Meel banaan guriga ka fog,,,,,
no_latrine_defecation,no_latrine,community_defecation_point,Community defecation area,Meel bulshada loo cayimay inay ku saxarooto,,,,,
no_latrine_defecation,no_latrine,other,Other,Wax kale,,,,,
dispose_faeces,dispose_waste,latrine,In the latrine,Suuliga/musqusha dhexdiisa,,,,,
dispose_faeces,dispose_waste,garbage,In the garbage dump,meesha qashinka/shiishka lagu shubo,,,,,
dispose_faeces,dispose_waste,bury_it,We bury it,Waan duugnaa/aasnaa,,,,,
dispose_faeces,dispose_waste,burn_it,We burn it,Waan gubnaa,,,,,
dispose_faeces,dispose_waste,open_near_home,In the open near the home,Meel banaan guriga u dhow,,,,,
dispose_faeces,dispose_waste,open_away_home,In the open away from the home,Meel banaan guriga ka fog,,,,,
dispose_faeces,dispose_waste,dontknow,I don’t know/ I don’t want to answer,Ma garanayo / ma doonayo inaan ka jawaabo,,,,,
dispose_waste,dispose_waste,latrine,In the latrine,Suuliga/musqusha dhexdiisa,,,,,
dispose_waste,dispose_waste,garbage,In the garbage dump,meesha qashinka/shiishka lagu shubo,,,,,
dispose_waste,dispose_waste,bury_it,We bury it,Waan duugnaa/aasnaa,,,,,
dispose_waste,dispose_waste,burn_it,We burn it,Waan gubnaa,,,,,
dispose_waste,dispose_waste,open_near_home,In the open near the home,Meel banaan guriga u dhow,,,,,
dispose_waste,dispose_waste,open_away_home,In the open away from the home,Meel banaan guriga ka fog,,,,,
dispose_waste,dispose_waste,dontknow,I don’t know/ I don’t want to answer,Ma garanayo / ma doonayo inaan ka jawaabo,,,,,
health_access,yes_no,yes,Yes,Haa,,,,,
health_access,yes_no,no,No,Maya,,,,,
no_health_access,no_health_access,never_there,There were never any health facilities nearby,Ma jirin goob caafimaad inoo dhow,,,,,
no_health_access,no_health_access,not_functional_flood,Health facility is not functional due to flooding,Goobta caafimaadka ma shaqeynayso daadka aawgiis,,,,,
no_health_access,no_health_access,not-functional_other,Health facility is not functional for another reason,Goobta caafimaadka ma shaqeynayso sababo kale aawgeed,,,,,
no_health_access,no_health_access,no_health_workers,There are no healthcare workers in the facility,Goobta caafimaadka ma joogaan shaqaalo caafimaad,,,,,
no_health_access,no_health_access,no_medicine,There is no medicine or treatment available in the facility,Goobta caafimaadka ma lahan daawooyinka,,,,,
no_health_access,no_health_access,cant_afford,We can't afford to use the facility,Ma iska bixin karo qarashaadka adeega caafimaadka ee goobtaan,,,,,
no_health_access,no_health_access,facility_too_far,The facility is too far away,Goobta caaafimaad aad ayee u fog tahay,,,,,
no_health_access,no_health_access,inaccessible_insecurity,The facility is inaccessible due to insecurity,Goobta caafimaadka lama aadi amaan daro aawgeed,,,,,
