"","names.questionnaire.choices_per_variable..x.","list_name","name","label..english","label..somali","country","area","district","region","choice"
"780","sep_accidental","separation_accidental","acc_displacement","Accidental during displacement","Mid aan kam aheyn oo dhacay xiliga barakaca","","","","",""
"781","sep_accidental","separation_accidental","other","Other","Wax Kale","","","","",""
"782","sep_accidental","separation_accidental","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"783","sep_voluntary","separation_voluntary","vol_violence","Intentional due to family violence","Mid ula kac ah sababta isku dhac qoys awgiis","","","","",""
"784","sep_voluntary","separation_voluntary","vol_caregiver","Intentional due to death of a caregiver","Mid ula kac ah sababta qofka xannaaneeyaha/mas'uulka oo dhintay","","","","",""
"785","sep_voluntary","separation_voluntary","vol_reunification","Intentional for family reunification","Mid ula kac ah sababta qoyska oo midoowayo","","","","",""
"786","sep_voluntary","separation_voluntary","other","Other","Wax Kale","","","","",""
"787","sep_voluntary","separation_voluntary","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"860","sep_voluntary","separation_voluntary","vol_caregiver","Intentional to find work far from caregiver","Si kam ah: si shaqo u helo meel ka fog mas'uulka/xannaaneeyaha","","","","",""
"861","sep_voluntary","separation_voluntary","vol_assistance","Intentional to join IDP site and/or access assistance","Si kam ah: si uu ugu biiro xero barkaco, si uu u helo adeegyada caawinaada","","","","",""
"862","sep_voluntary","separation_voluntary","vol_other","Other","Wax Kale","","","","",""
"863","sep_forced","separation_forced","for_abducted","Forced: abducted","Afduub; si qasab ku kaxeysi","","","","",""
"864","sep_forced","separation_forced","for_groups","Forced: recruitment into armed groups","Si qasab ah in lagu ciidameeyo kooxaha hubeysan","","","","",""
"865","sep_forced","separation_forced","for_marriage","Forced: marriage","Guur qasab ah","","","","",""
"866","sep_forced","separation_forced","other","Other","Wax kale","","","","",""
"867","sep_forced","separation_forced","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"1112","free_movement","y_n_dk","yes","Yes","Haa","","","","",""
"1121","free_movement","y_n_dk","no","No","Maya","","","","",""
"1131","free_movement","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"819","movement_restrictions","movement_restrictions","roadblocks","Roadblocks","Jid gooyo","","","","",""
"820","movement_restrictions","movement_restrictions","gatekeepers","Gatekeepers","Horjoogayaal","","","","",""
"821","movement_restrictions","movement_restrictions","gbv","Gender Based Violence","Xad gudub jinsi ah","","","","",""
"822","movement_restrictions","movement_restrictions","erws","Explosive remnants of war","Haraadiga waxyaabaha qarxa ee dagaalka","","","","",""
"823","movement_restrictions","movement_restrictions","armed_groups","Presence of armed actors","Joogida dad hubeysan","","","","",""
"824","movement_restrictions","movement_restrictions","other","Other","Wax kale","","","","",""
"825","hh_insecurity_cause","insecurity_cause","local_militias","Local militias","Malayshida deegaanka ah","","","","",""
"826","hh_insecurity_cause","insecurity_cause","family_members","Family members","Dad qoyska ah","","","","",""
"827","hh_insecurity_cause","insecurity_cause","amisom","AMISOM","AMISOM","","","","",""
"828","hh_insecurity_cause","insecurity_cause","armed_groups","Armed groups","Kooxo hubeysan","","","","",""
"829","hh_insecurity_cause","insecurity_cause","criminals","Criminals","Dambi","","","","",""
"830","hh_insecurity_cause","insecurity_cause","snf","Somali National Forces","Ciidamada xooga dalka","","","","",""
"831","hh_insecurity_cause","insecurity_cause","community_leaders","Community leaders","Gudoomiye Bulsheed","","","","",""
"832","hh_insecurity_cause","insecurity_cause","police","Police","Boolis","","","","",""
"833","hh_insecurity_cause","insecurity_cause","gatekeepers","Presence of gatekeepers","Joogitaanka hoorjoogeyaal","","","","",""
"834","hh_insecurity_cause","insecurity_cause","none","None of the above","Midnaba","","","","",""
"835","hh_insecurity_cause","insecurity_cause","other","Other","Wax kale","","","","",""
"1113","not_safe_men_boys","y_n_dk","yes","Yes","Haa","","","","",""
"1122","not_safe_men_boys","y_n_dk","no","No","Maya","","","","",""
"1132","not_safe_men_boys","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"836","not_safe_men_boys_where","unsafe_areas","shelters","In shelters","Gudaha aqalka","","","","",""
"837","not_safe_men_boys_where","unsafe_areas","camp_areas","When leaving the settlement/town","Marka ka tagaayo kaamka/deegaanka/tuulada/magaalka","","","","",""
"838","not_safe_men_boys_where","unsafe_areas","waterpoint","Water point","Goobta biyaha","","","","",""
"839","not_safe_men_boys_where","unsafe_areas","latrines","Latrines","Musqulaha","","","","",""
"840","not_safe_men_boys_where","unsafe_areas","bathing_areas","Bathing areas","Goobaha quweyska","","","","",""
"841","not_safe_men_boys_where","unsafe_areas","market","Market","Suuqa","","","","",""
"842","not_safe_men_boys_where","unsafe_areas","school","School","Iskuulka","","","","",""
"843","not_safe_men_boys_where","unsafe_areas","health_centre","Health centre","Goobta caafimaadka","","","","",""
"844","not_safe_men_boys_where","unsafe_areas","feeding_distribution_point","Feeding centre/ distribution point","Xarunta quudinta/goobta nafaqo qeybinta","","","","",""
"845","not_safe_men_boys_where","unsafe_areas","no_answer","Chose not to answer","Aan ka jawaabi rabin","","","","",""
"846","not_safe_men_boys_where","unsafe_areas","other","Other","Wax kale","","","","",""
"1114","not_safe_women_girls","y_n_dk","yes","Yes","Haa","","","","",""
"1123","not_safe_women_girls","y_n_dk","no","No","Maya","","","","",""
"1133","not_safe_women_girls","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"8361","not_safe_women_girls_where","unsafe_areas","shelters","In shelters","Gudaha aqalka","","","","",""
"8371","not_safe_women_girls_where","unsafe_areas","camp_areas","When leaving the settlement/town","Marka ka tagaayo kaamka/deegaanka/tuulada/magaalka","","","","",""
"8381","not_safe_women_girls_where","unsafe_areas","waterpoint","Water point","Goobta biyaha","","","","",""
"8391","not_safe_women_girls_where","unsafe_areas","latrines","Latrines","Musqulaha","","","","",""
"8401","not_safe_women_girls_where","unsafe_areas","bathing_areas","Bathing areas","Goobaha quweyska","","","","",""
"8411","not_safe_women_girls_where","unsafe_areas","market","Market","Suuqa","","","","",""
"8421","not_safe_women_girls_where","unsafe_areas","school","School","Iskuulka","","","","",""
"8431","not_safe_women_girls_where","unsafe_areas","health_centre","Health centre","Goobta caafimaadka","","","","",""
"8441","not_safe_women_girls_where","unsafe_areas","feeding_distribution_point","Feeding centre/ distribution point","Xarunta quudinta/goobta nafaqo qeybinta","","","","",""
"8451","not_safe_women_girls_where","unsafe_areas","no_answer","Chose not to answer","Aan ka jawaabi rabin","","","","",""
"8461","not_safe_women_girls_where","unsafe_areas","other","Other","Wax kale","","","","",""
"851","gbv_services","gbv_services","community_leader","Community leader","Gudoomiye Bulsheed","","","","",""
"852","gbv_services","gbv_services","health_centre","Health centre","Xarun caafimaad","","","","",""
"853","gbv_services","gbv_services","un_agency","UN or NGO agency","Hey'ad UN ama NGO","","","","",""
"854","gbv_services","gbv_services","police","Police","Boolis","","","","",""
"855","gbv_services","gbv_services","dontknow","I don’t know/ I don’t want to answer","Ma garanayo / ma doonayo inaan ka jawaabo","","","","",""
"856","gbv_services","gbv_services","other","Other","Wax Kale","","","","",""
"873","relations_host","host_relations","very_good","Very good","Aad u fiican","","","","",""
"874","relations_host","host_relations","good","Good","Fiican","","","","",""
"875","relations_host","host_relations","fair","Fair","Dhexdhexaad","","","","",""
"876","relations_host","host_relations","bad","Bad","Xun","","","","",""
"877","relations_host","host_relations","very_bad","Very bad","Aad u xun","","","","",""
"878","relations_host","host_relations","dnk","Do not know","Ma garanayo","","","","",""
"879","relations_host","host_relations","no_answer","Do not wish to answer","Aanan rabin inuu ka jawaabo","","","","",""
"2540","relations_host","host_relations_list","very_good","Very good","","","","","",""
"2541","relations_host","host_relations_list","good","Good","","","","","",""
"2542","relations_host","host_relations_list","okay","Okay","","","","","",""
"2543","relations_host","host_relations_list","poor","Poor","","","","","",""
"2544","relations_host","host_relations_list","very_poor","Very poor","","","","","",""
"2545","relations_host","host_relations_list","no_relations","I don't interact at all with the host community","","","","","",""
"2546","relations_host","host_relations_list","no_answer","I don't know or I don't want to answer","","","","","",""
"880","bad_relations_reason","reason_tensions","competition_work","Competition for work","Tartan shaqo","","","","",""
"881","bad_relations_reason","reason_tensions","crime","Crime","Dambi","","","","",""
"882","bad_relations_reason","reason_tensions","clan_conflict","Clan conflict","Isku dhacyo qabiil","","","","",""
"883","bad_relations_reason","reason_tensions","burden_services","Burden on local services/ infrastructure","Adeegyada gudaha oo ceriiri ah","","","","",""
"884","bad_relations_reason","reason_tensions","presence_ags","Presence of armed groups","Joogitaanka ciidamo hubeysan","","","","",""
"885","bad_relations_reason","reason_tensions","dnk","Do not know","Ma garanayo","","","","",""
"886","bad_relations_reason","reason_tensions","no_answer","Do not wish to answer","Aanan rabin inuu ka jawaabo","","","","",""
"887","bad_relations_reason","reason_tensions","other","Other","Wax Kale","","","","",""
"762","legal_system","legal_response","police","Police","Boolis","","","","",""
"763","legal_system","legal_response","elder","Community leader or elder","Oday bulsheed/dhaqameed","","","","",""
"764","legal_system","legal_response","trad_court","Traditional court/customary law ","Maxkamad dhaqameed/ Sharciga caadiga ah","","","","",""
"765","legal_system","legal_response","other_comm_org","Other community organisation","Hey'd bulsho oo kale","","","","",""
"766","legal_system","legal_response","armed_group","Armed group","Kooxo hubeysan","","","","",""
"767","legal_system","legal_response","no_reporting","Would not report it","Ma wargelin laheyn","","","","",""
"768","legal_system","legal_response","none","None","Midna","","","","",""
"769","legal_system","legal_response","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"770","legal_system","legal_response","other","Other","Wax Kale","","","","",""
"771","decision_making","decision_making","camp_committee","Camp committee (if in an IDP camp)","Guriga kaamka (Haddii ay kaam dhex joogtid)","","","","",""
"772","decision_making","decision_making","comm_leader","Community leader or elder","Oday bulsheed/dhaqameed","","","","",""
"773","decision_making","decision_making","gatekeeper","Gatekeeper/land owner","Horjooge/Milkiilaha dhulka","","","","",""
"774","decision_making","decision_making","cso","Civil Society Organisations ","Hey'adda bulshada","","","","",""
"775","decision_making","decision_making","demonstrations","I participate in demonstrations/political movements ","Waxaan ka qeyb qaataa banaan baxyada iyo dhaqdhaqaaqyadda siyaasadda","","","","",""
"776","decision_making","decision_making","none","None","Midna","","","","",""
"777","decision_making","decision_making","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"778","decision_making","decision_making","other","Other","Wax Kale","","","","",""
"1115","own_land","y_n_dk","yes","Yes","Haa","","","","",""
"1124","own_land","y_n_dk","no","No","Maya","","","","",""
"1134","own_land","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"1116","land_docs","y_n_dk","yes","Yes","Haa","","","","",""
"1125","land_docs","y_n_dk","no","No","Maya","","","","",""
"1135","land_docs","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"1117","eviction_risk","y_n_dk","yes","Yes","Haa","","","","",""
"1126","eviction_risk","y_n_dk","no","No","Maya","","","","",""
"1136","eviction_risk","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"1118","rent_paid_money_inkind","y_n_dk","yes","Yes","Haa","","","","",""
"1127","rent_paid_money_inkind","y_n_dk","no","No","Maya","","","","",""
"1137","rent_paid_money_inkind","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"653","payment_type","rent_type","cash","Cash","Lacag cadaan ah","","","","",""
"654","payment_type","rent_type","aid","Aid items","Mucaawinada","","","","",""
"655","payment_type","rent_type","assistance_relatives_friends","Assistance from relatives/ friends","Taakuleyn qaraabada/asxaabta ah","","","","",""
"656","payment_type","rent_type","other","Other","Wax Kale","","","","",""
"686","rent_pay_change","increase_decrease","increase","Increase","Sare u kicid","","","","",""
"687","rent_pay_change","increase_decrease","decrease","Decrease","Hoos u dhicid","","","","",""
"688","rent_pay_change","increase_decrease","no_change","No change","Aan is badalin","","","","",""
"637","rent_collector","rent_collector","no_answer","Do not wish to answer","Aanan rabin inuu ka jawaabo","","","","",""
"638","rent_collector","rent_collector","politician","Politician","Siyaasi","","","","",""
"639","rent_collector","rent_collector","host_community","Host community","Dadka deegaanka","","","","",""
"640","rent_collector","rent_collector","community_leader","Community leader","Oday bulsheed","","","","",""
"641","rent_collector","rent_collector","business_man","Business man","Ganacsade","","","","",""
"642","rent_collector","rent_collector","diaspora","Diaspora","Qurba joog","","","","",""
"643","rent_collector","rent_collector","clan_leader","Clan leader","Oday beeleed","","","","",""
"644","rent_collector","rent_collector","militia","Militia","Malayshiyo","","","","",""
"645","rent_collector","rent_collector","owner","Land Owner","Milkiilaha dhulka","","","","",""
"646","rent_collector","rent_collector","gatekeeper","Gatekeeper","Horjooge","","","","",""
"647","rent_collector","rent_collector","other","Other","Wax Kale","","","","",""
"648","rent_frequency","rent_frequency","weekly","Weekly","Isbuucii mar","","","","",""
"649","rent_frequency","rent_frequency","monthly","Monthly","Bishii mar","","","","",""
"650","rent_frequency","rent_frequency","quarterly","Quarterly","3-dii bil mar","","","","",""
"651","rent_frequency","rent_frequency","annually","Annually","Sanadkii mar","","","","",""
"652","rent_frequency","rent_frequency","other","Other","Wax Kale","","","","",""
"657","unable_pay_rent","unable_pay_rent","threats","Threats","Hanjabaad","","","","",""
"658","unable_pay_rent","unable_pay_rent","forced_labour","Forced labour","Shaqo qasab ah","","","","",""
"659","unable_pay_rent","unable_pay_rent","eviction","Eviction","Barakicin","","","","",""
"660","unable_pay_rent","unable_pay_rent","sexual_expl","Demand of sexual favour or sexual exploitations ","Dalabka in jinsi/galmo la wadaago","","","","",""
"661","unable_pay_rent","unable_pay_rent","denial_assistance","Denial of registration processes of upcoming humanitarian services ","Diidmada diiwaan gelinta kaalmadda bani'aadamnimo ee soo socota","","","","",""
"662","unable_pay_rent","unable_pay_rent","do_not_know","Do not know","Ma garanayo","","","","",""
"663","unable_pay_rent","unable_pay_rent","other","Other","Wax Kale","","","","",""
"1119","food_now","y_n_dk","yes","Yes","Haa","","","","",""
"1128","food_now","y_n_dk","no","No","Maya","","","","",""
"1138","food_now","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"388","food_no_reason1","food_no","unsafe","Unsafe to access land","Aan nabad aheyn si dhul u helo ","","","","",""
"389","food_no_reason1","food_no","lack_land","There is not enough cultivation land available","Ma jirto dhul beereed ku filan","","","","",""
"390","food_no_reason1","food_no","crops_destroyed_natural","Crops have been destroyed by natural disaster","Dalaga waxaa burburiyay masiibooyinka dabiiciga ah","","","","",""
"391","food_no_reason1","food_no","crops_destroyed_fight","Crops have been destroyed by conflict","Dalaga waxaa baabi'yay dagaalada","","","","",""
"392","food_no_reason1","food_no","grow_short","Growing season was too short","Bixida oo aad u gaaban","","","","",""
"393","food_no_reason1","food_no","crops_stolen","Crops have been stolen","Dalaga waa la xaday","","","","",""
"394","food_no_reason1","food_no","no_livestock","Livestock have disease/died","Xoolahii way dhinteen/ama cudur baa ku dhacay","","","","",""
"395","food_no_reason1","food_no","food_dist_stop","Food distribution no longer occurs","Raashiin lama qeybiyo ","","","","",""
"396","food_no_reason1","food_no","no_market","No functioning market","Suuq shaqeynaayo ma jiro ","","","","",""
"397","food_no_reason1","food_no","high_prices","Prices too high to buy food","Qiimaha raashiin oo sare noqday","","","","",""
"398","food_no_reason1","food_no","no_nets","Lack of fishing nets","Shabak kaluumeysi la'aan","","","","",""
"399","food_no_reason1","food_no","nothing","No reason","Sabab la'aan","","","","",""
"400","food_no_reason1","food_no","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"401","food_no_reason1","food_no","other","Other","Wax kale","","","","",""
"3881","food_no_reason2","food_no","unsafe","Unsafe to access land","Aan nabad aheyn si dhul u helo ","","","","",""
"3891","food_no_reason2","food_no","lack_land","There is not enough cultivation land available","Ma jirto dhul beereed ku filan","","","","",""
"3901","food_no_reason2","food_no","crops_destroyed_natural","Crops have been destroyed by natural disaster","Dalaga waxaa burburiyay masiibooyinka dabiiciga ah","","","","",""
"3912","food_no_reason2","food_no","crops_destroyed_fight","Crops have been destroyed by conflict","Dalaga waxaa baabi'yay dagaalada","","","","",""
"3921","food_no_reason2","food_no","grow_short","Growing season was too short","Bixida oo aad u gaaban","","","","",""
"3931","food_no_reason2","food_no","crops_stolen","Crops have been stolen","Dalaga waa la xaday","","","","",""
"3941","food_no_reason2","food_no","no_livestock","Livestock have disease/died","Xoolahii way dhinteen/ama cudur baa ku dhacay","","","","",""
"3951","food_no_reason2","food_no","food_dist_stop","Food distribution no longer occurs","Raashiin lama qeybiyo ","","","","",""
"3961","food_no_reason2","food_no","no_market","No functioning market","Suuq shaqeynaayo ma jiro ","","","","",""
"3971","food_no_reason2","food_no","high_prices","Prices too high to buy food","Qiimaha raashiin oo sare noqday","","","","",""
"3981","food_no_reason2","food_no","no_nets","Lack of fishing nets","Shabak kaluumeysi la'aan","","","","",""
"3991","food_no_reason2","food_no","nothing","No reason","Sabab la'aan","","","","",""
"4001","food_no_reason2","food_no","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"4011","food_no_reason2","food_no","other","Other","Wax kale","","","","",""
"419","food_normally","food_source","cultivated","Cultivated/own production","Beertay/Abuurtay/Wax soo saarkeyga","","","","",""
"420","food_normally","food_source","forage","Foraged for wild foods","Soo aruursaday miro duureedka","","","","",""
"421","food_normally","food_source","fishing_hunting","Fishing / Hunting","Kalluumaysi/Ugaarsasho","","","","",""
"422","food_normally","food_source","bought","Bought with cash or credit","Cku iibsaday lacag cadaan ah ama deen ","","","","",""
"423","food_normally","food_source","barter","Exchange goods for food","Isku-badalasho alaab/badeeco iyo raashiinka","","","","",""
"424","food_normally","food_source","family_friends","Given by family, friends, or other local people","Siiyay qaraabada, asxaabta ama dadka kale","","","","",""
"425","food_normally","food_source","ngo","NGO or UN agency food distribution","Cunto ay qeybisay hey'ad UN ama hey'ad aan dowli aheyn ","","","","",""
"426","food_normally","food_source","govt","Government food distribution","Raashiin ay dowladda qeybisay","","","","",""
"427","food_normally","food_source","ffa_vouchers","Food for assets/ food vouchers","Kaarka raashiinka /Raashiinka lagu bixiyo dayactirka hanti ma guurtada","","","","",""
"428","food_normally","food_source","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"429","food_normally","food_source","other","Other","Wax kale","","","","",""
"2751","food_normally","main_food_source_list","bought_with_cash","Bought with cash","","","","","",""
"2752","food_normally","main_food_source_list","bought_on_credit","Bought on credit (debt)","","","","","",""
"2753","food_normally","main_food_source_list","own_production","Own production","","","","","",""
"2754","food_normally","main_food_source_list","gift","Gifts from family and friends","","","","","",""
"2755","food_normally","main_food_source_list","ingo_assistance","Food distribution from UN or international organisations","","","","","",""
"2756","food_normally","main_food_source_list","local_assistance","Food assistance from local charity or community","","","","","",""
"2757","food_normally","main_food_source_list","other","Other","","","","","",""
"2758","food_normally","main_food_source_list","no_answer","I don't know or I don't want to answer","","","","","",""
"4191","food_source","food_source","cultivated","Cultivated/own production","Beertay/Abuurtay/Wax soo saarkeyga","","","","",""
"4201","food_source","food_source","forage","Foraged for wild foods","Soo aruursaday miro duureedka","","","","",""
"4212","food_source","food_source","fishing_hunting","Fishing / Hunting","Kalluumaysi/Ugaarsasho","","","","",""
"4221","food_source","food_source","bought","Bought with cash or credit","Cku iibsaday lacag cadaan ah ama deen ","","","","",""
"4231","food_source","food_source","barter","Exchange goods for food","Isku-badalasho alaab/badeeco iyo raashiinka","","","","",""
"4241","food_source","food_source","family_friends","Given by family, friends, or other local people","Siiyay qaraabada, asxaabta ama dadka kale","","","","",""
"4251","food_source","food_source","ngo","NGO or UN agency food distribution","Cunto ay qeybisay hey'ad UN ama hey'ad aan dowli aheyn ","","","","",""
"4261","food_source","food_source","govt","Government food distribution","Raashiin ay dowladda qeybisay","","","","",""
"4271","food_source","food_source","ffa_vouchers","Food for assets/ food vouchers","Kaarka raashiinka /Raashiinka lagu bixiyo dayactirka hanti ma guurtada","","","","",""
"4281","food_source","food_source","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"4291","food_source","food_source","other","Other","Wax kale","","","","",""
"27511","food_source","main_food_source_list","bought_with_cash","Bought with cash","","","","","",""
"27521","food_source","main_food_source_list","bought_on_credit","Bought on credit (debt)","","","","","",""
"27531","food_source","main_food_source_list","own_production","Own production","","","","","",""
"27541","food_source","main_food_source_list","gift","Gifts from family and friends","","","","","",""
"27551","food_source","main_food_source_list","ingo_assistance","Food distribution from UN or international organisations","","","","","",""
"27561","food_source","main_food_source_list","local_assistance","Food assistance from local charity or community","","","","","",""
"27571","food_source","main_food_source_list","other","Other","","","","","",""
"27581","food_source","main_food_source_list","no_answer","I don't know or I don't want to answer","","","","","",""
"430","food_change","food_change","amount_reduced","Amount of food available has reduced","Cadadka cuntada taala oo hoos u dhacay","","","","",""
"431","food_change","food_change","amount_increased","Amount of food available has increased","Cadadka cuntada taala oo sare u kacay","","","","",""
"432","food_change","food_change","quality_reduced","Quality of food has reduced","Tayada cuntada oo hoos u dhacay","","","","",""
"433","food_change","food_change","quality_increased","Quality of food has increased","Tayada cuntada oo sare u kacay","","","","",""
"434","food_change","food_change","variety_reduced","Variety of food has reduced","Kala duwanaashaha cuntada oo hoos u dhacay","","","","",""
"435","food_change","food_change","variety_increased","Variety of food has increased","Kala duwanaashaha cuntada oo sare u kacay","","","","",""
"436","food_change","food_change","none","Not changed","Ma is bedelin","","","","",""
"462","primary_source","income_source","subsistence_farming","Subsistence farming","Beerasho nolol maalmeed ah","","","","",""
"463","primary_source","income_source","subsistence_livestock_produce","Subsistence livestock produce","Ku tiirsanaanta wax soo saarka xoolaha la dhaqdo","","","","",""
"464","primary_source","income_source","subsistence_fishing","Subsistence fishing","Kalluumeysasho nolol maalmeed","","","","",""
"465","primary_source","income_source","cash_crop_farming","Farming for sale","Suuq geynta dallaga soo go'a","","","","",""
"466","primary_source","income_source","livestock_produce","Livestock produce for sale","Suuq geynta wax soo saarka xoolaha nool","","","","",""
"467","primary_source","income_source","cash_fishing","Cash fishing for sale","Kalluumaysi suug geyn","","","","",""
"468","primary_source","income_source","contracted","Contracted job","Shaqo heshiis leh","","","","",""
"469","primary_source","income_source","business","Business/ self employed","Ganacsi/Iskii u shaqeyste","","","","",""
"470","primary_source","income_source","day_labour","Day labour/casual work","Shaqo maalmeed","","","","",""
"471","primary_source","income_source","remittances","Remittances","Lacagaha lasoo xawilo","","","","",""
"472","primary_source","income_source","humanitarian_assistance","Humanitarian assistance","Kaalmada bani'aadamka","","","","",""
"473","primary_source","income_source","allowance_community_support","Allowance/ community support","Kaalmo bulsho","","","","",""
"474","primary_source","income_source","sale_of_humanitarian_assistance","Sale of humanitarian assistance","Iska iibinta mucaawinada","","","","",""
"475","primary_source","income_source","rent_of_land_or_property","Rent of land or property","Kiro dhul ama hanti","","","","",""
"476","primary_source","income_source","none","None","Midnaba","","","","",""
"477","primary_source","income_source","other","Other","Wax kale","","","","",""
"4621","secondary_source","income_source","subsistence_farming","Subsistence farming","Beerasho nolol maalmeed ah","","","","",""
"4631","secondary_source","income_source","subsistence_livestock_produce","Subsistence livestock produce","Ku tiirsanaanta wax soo saarka xoolaha la dhaqdo","","","","",""
"4641","secondary_source","income_source","subsistence_fishing","Subsistence fishing","Kalluumeysasho nolol maalmeed","","","","",""
"4651","secondary_source","income_source","cash_crop_farming","Farming for sale","Suuq geynta dallaga soo go'a","","","","",""
"4661","secondary_source","income_source","livestock_produce","Livestock produce for sale","Suuq geynta wax soo saarka xoolaha nool","","","","",""
"4671","secondary_source","income_source","cash_fishing","Cash fishing for sale","Kalluumaysi suug geyn","","","","",""
"4681","secondary_source","income_source","contracted","Contracted job","Shaqo heshiis leh","","","","",""
"4691","secondary_source","income_source","business","Business/ self employed","Ganacsi/Iskii u shaqeyste","","","","",""
"4701","secondary_source","income_source","day_labour","Day labour/casual work","Shaqo maalmeed","","","","",""
"4711","secondary_source","income_source","remittances","Remittances","Lacagaha lasoo xawilo","","","","",""
"4721","secondary_source","income_source","humanitarian_assistance","Humanitarian assistance","Kaalmada bani'aadamka","","","","",""
"4731","secondary_source","income_source","allowance_community_support","Allowance/ community support","Kaalmo bulsho","","","","",""
"4741","secondary_source","income_source","sale_of_humanitarian_assistance","Sale of humanitarian assistance","Iska iibinta mucaawinada","","","","",""
"4751","secondary_source","income_source","rent_of_land_or_property","Rent of land or property","Kiro dhul ama hanti","","","","",""
"4761","secondary_source","income_source","none","None","Midnaba","","","","",""
"4771","secondary_source","income_source","other","Other","Wax kale","","","","",""
"4622","tertiary_source","income_source","subsistence_farming","Subsistence farming","Beerasho nolol maalmeed ah","","","","",""
"4632","tertiary_source","income_source","subsistence_livestock_produce","Subsistence livestock produce","Ku tiirsanaanta wax soo saarka xoolaha la dhaqdo","","","","",""
"4642","tertiary_source","income_source","subsistence_fishing","Subsistence fishing","Kalluumeysasho nolol maalmeed","","","","",""
"4652","tertiary_source","income_source","cash_crop_farming","Farming for sale","Suuq geynta dallaga soo go'a","","","","",""
"4662","tertiary_source","income_source","livestock_produce","Livestock produce for sale","Suuq geynta wax soo saarka xoolaha nool","","","","",""
"4672","tertiary_source","income_source","cash_fishing","Cash fishing for sale","Kalluumaysi suug geyn","","","","",""
"4682","tertiary_source","income_source","contracted","Contracted job","Shaqo heshiis leh","","","","",""
"4692","tertiary_source","income_source","business","Business/ self employed","Ganacsi/Iskii u shaqeyste","","","","",""
"4702","tertiary_source","income_source","day_labour","Day labour/casual work","Shaqo maalmeed","","","","",""
"4712","tertiary_source","income_source","remittances","Remittances","Lacagaha lasoo xawilo","","","","",""
"4722","tertiary_source","income_source","humanitarian_assistance","Humanitarian assistance","Kaalmada bani'aadamka","","","","",""
"4732","tertiary_source","income_source","allowance_community_support","Allowance/ community support","Kaalmo bulsho","","","","",""
"4742","tertiary_source","income_source","sale_of_humanitarian_assistance","Sale of humanitarian assistance","Iska iibinta mucaawinada","","","","",""
"4752","tertiary_source","income_source","rent_of_land_or_property","Rent of land or property","Kiro dhul ama hanti","","","","",""
"4762","tertiary_source","income_source","none","None","Midnaba","","","","",""
"4772","tertiary_source","income_source","other","Other","Wax kale","","","","",""
"10912","lost_sources","yes_no","yes","Yes","Haa","","","","",""
"11012","lost_sources","yes_no","no","No","Maya","","","","",""
"507","livelihood_coping","live_coping","sold_livestock","Sold livestock to pay for basic household needs","Iibiyay xoolaha nool si loo soo iibiyo waxyaabaha aasaasiga u ah guriga","","","","","sold_livestock"
"508","livelihood_coping","live_coping","sold_items","Sold household items (mobile phone, furniture, cooking equipment etc) to pay for basic needs","Iibiyay agabka qoyska sida (mobile-ka, alaabta guriga (fadhiga, jiifka), qalabka cunto karinta, iwm) si cunto loo soo iibiyo","","","","","sold_items"
"509","livelihood_coping","live_coping","sold_assets","Sold productive assets (sewing machine, agricultural tools etc.) to pay for basic needs","Iibiyay agab wax soo saar leh sida (harqaanka, qalabka beeraha iwm.)","","","","","sold_assets"
"510","livelihood_coping","live_coping","dangerous_work","Engaged in activities that put you at risk ","Faraha kula jiro howlo halis u keeni karta","","","","","dangerous_work"
"511","livelihood_coping","live_coping","migrated_food","Abnormal migration to other areas in search of food","Isaga guuray goobo kale si cunto loo helo","","","","","migrated_food"
"512","livelihood_coping","live_coping","stop_health_edu","Reduced household expenditure on other things (health, education) in order to pay for food","Waxa la yareeyay isticmaalka qoyska ee (caafimaadka io waxbarashada) si cunto loo soo iibiyo","","","","","stop_health_edu"
