FID *,admin2Name *,admin2Pcod,admin2RefN,admin1Pcod,admin0Name,admin0Pcod,LGA_Name,A1,A2,A3
547,Ohafia,NG001010,Ohafia,NG001,Nigeria,NG,OHAFIA,28,32,40
548,Ohaji/Egbema,NG017018,Ohaji/Egbema,NG017,Nigeria,NG,OHAJI/EGBEMA,27.8,33.3,38.9
549,Ohaozara,NG011011,Ohaozara,NG011,Nigeria,NG,OHAOZARA,53.3,40,6.7
550,Ohaukwu,NG011012,Ohaukwu,NG011,Nigeria,NG,OHAUKWU,35,20,45
551,Ohimini,NG007016,Ohimini,NG007,Nigeria,NG,OHIMINI,47.6,38.1,14.3
552,Oji-River,NG014014,Oji-River,NG014,Nigeria,NG,OJI-RIVER,71.4,14.3,14.3
553,Ojo,NG025017,Ojo,NG025,Nigeria,NG,OJO,11.1,11.1,77.8
554,Oju,NG007017,Oju,NG007,Nigeria,NG,OJU,47.6,19,33.3
555,Oke-Ero,NG024014,Oke-Ero,NG024,Nigeria,NG,OKE-ERO,37.5,56.3,6.3
556,Okehi,NG023016,Okehi,NG023,Nigeria,NG,OKEHI,27.3,27.3,45.5
557,Okene,NG023017,Okene,NG023,Nigeria,NG,OKENE,11.8,35.3,52.9
558,Okigwe,NG017019,Okigwe,NG017,Nigeria,NG,OKIGWE,40,20,40
559,Okitipupa,NG029014,Okitipupa,NG029,Nigeria,NG,OKITIPUPA,26.9,34.6,38.5
560,Okobo,NG003023,Okobo,NG003,Nigeria,NG,OKOBO,26.3,21.1,52.6
561,Okpe,NG010013,Okpe,NG010,Nigeria,NG,OKPE,11.1,33.3,55.6
562,Okpokwu,NG007018,Okpokwu,NG007,Nigeria,NG,OKPOKWU,43.5,30.4,26.1
563,Okrika,NG033018,Okrika,NG033,Nigeria,NG,OKRIKA,14.3,28.6,57.1
564,Ola-oluwa,NG030026,Ola-oluwa,NG030,Nigeria,NG,OLA-OLUWA,75,12.5,12.5
565,Olamabolo,NG023018,Olamabolo,NG023,Nigeria,NG,OLAMABOLO,33.3,33.3,33.3
566,Olorunda,NG030027,Olorunda,NG030,Nigeria,NG,OLORUNDA,11.1,44.4,44.4
567,Olorunsogo,NG031024,Olorunsogo,NG031,Nigeria,NG,OLORUNSOGO,52.6,21.1,26.3
568,Oluyole,NG031025,Oluyole,NG031,Nigeria,NG,OLUYOLE,40,25,35
569,Omala,NG023019,Omala,NG023,Nigeria,NG,OMALA,54.5,18.2,27.3
570,Omumma,NG033019,Omumma,NG033,Nigeria,NG,OMUMMA,33.3,16.7,50
571,Ona-Ara,NG031026,Ona-Ara,NG031,Nigeria,NG,ONA-ARA,50,15,35
572,Ondo East,NG029015,Ondo East,NG029,Nigeria,NG,ONDO EAST,32.1,35.7,32.1
573,Ondo West,NG029016,Ondo West,NG029,Nigeria,NG,ONDO WEST,31.8,27.3,40.9
574,Onicha,NG011013,Onicha,NG011,Nigeria,NG,ONICHA,36.8,31.6,31.6
575,Onitsha North,NG004017,Onitsha North,NG004,Nigeria,NG,ONITSHA NORTH,9.1,18.2,72.7
576,Onitsha South,NG004018,Onitsha South,NG004,Nigeria,NG,ONITSHA SOUTH,36.8,47.4,15.8
577,Onna,NG003024,Onna,NG003,Nigeria,NG,ONNA,33.3,29.2,37.5
578,Opobo/Nkoro,NG033020,Opobo/Nkoro,NG033,Nigeria,NG,OPOBO/NKORO,36.4,9.1,54.5
579,Oredo,NG012012,Oredo,NG012,Nigeria,NG,OREDO,40,53.3,6.7
580,Orelope,NG031027,Orelope,NG031,Nigeria,NG,ORELOPE,40,10,50
581,Orhionmwon,NG012013,Orhionmwon,NG012,Nigeria,NG,ORHIONMWON,36.4,22.7,40.9
582,Ori Ire,NG031028,Ori Ire,NG031,Nigeria,NG,ORI IRE,33.3,22.2,44.4
583,Oriade,NG030028,Oriade,NG030,Nigeria,NG,ORIADE,71.4,14.3,14.3
584,Orlu,NG017020,Orlu,NG017,Nigeria,NG,ORLU,16.7,50,33.3
585,Orolu,NG030029,Orolu,NG030,Nigeria,NG,OROLU,37,29.6,33.3
586,Oron,NG003025,Oron,NG003,Nigeria,NG,ORON,17.4,39.1,43.5
587,Orsu,NG017021,Orsu,NG017,Nigeria,NG,ORSU,5.9,41.2,52.9
588,Oru East,NG017022,Oru East,NG017,Nigeria,NG,ORU EAST,14.3,64.3,21.4
589,Oru West,NG017023,Oru West,NG017,Nigeria,NG,ORU WEST,19,33.3,47.6
590,Oruk Anam,NG003026,Oruk Anam,NG003,Nigeria,NG,ORUK ANAM,16.7,38.9,44.4
591,Orumba North,NG004019,Orumba North,NG004,Nigeria,NG,ORUMBA NORTH,5,50,45
592,Orumba South,NG004020,Orumba South,NG004,Nigeria,NG,ORUMBA SOUTH,39.1,39.1,21.7
593,Ose,NG029017,Ose,NG029,Nigeria,NG,OSE,46.7,40,13.3
594,Oshimili North,NG010014,Oshimili North,NG010,Nigeria,NG,OSHIMILI NORTH,40,45,15
595,Oshimili South,NG010015,Oshimili South,NG010,Nigeria,NG,OSHIMILI SOUTH,5,45,50
596,Oshodi-Isolo,NG025018,Oshodi-Isolo,NG025,Nigeria,NG,OSHODI-ISOLO,52.9,23.5,23.5
597,Osisioma Ngwa,NG001011,Osisioma Ngwa,NG001,Nigeria,NG,OSISIOMA NGWA,10.5,36.8,52.6
598,Osogbo,NG030030,Osogbo,NG030,Nigeria,NG,OSOGBO,35,50,15
599,Oturkpo,NG007019,Oturkpo,NG007,Nigeria,NG,OTURKPO,40,36,24
600,Ovia North East,NG012014,Ovia North East,NG012,Nigeria,NG,OVIA NORTH EAST,22.2,55.6,22.2
601,Ovia South West,NG012015,Ovia South West,NG012,Nigeria,NG,OVIA SOUTH WEST,50,20,30
602,Owan East,NG012016,Owan East,NG012,Nigeria,NG,OWAN EAST,30,45,25
603,Owan West,NG012017,Owan West,NG012,Nigeria,NG,OWAN WEST,20,26.7,53.3
604,Owerri-Municipal,NG017026,Owerri-Municipal,NG017,Nigeria,NG,OWERRI-MUNICIPAL,39.1,21.7,39.1
605,Owerri North,NG017024,Owerri North,NG017,Nigeria,NG,OWERRI NORTH,8.3,25,66.7
606,Owerri West,NG017025,Owerri West,NG017,Nigeria,NG,OWERRI WEST,7.7,30.8,61.5
607,Owo,NG029018,Owo,NG029,Nigeria,NG,OWO,46.7,20,33.3
608,Oye,NG013016,Oye,NG013,Nigeria,NG,OYE,47.1,47.1,5.9
609,Oyi,NG004021,Oyi,NG004,Nigeria,NG,OYI,37.5,12.5,50
610,Oyigbo,NG033021,Oyigbo,NG033,Nigeria,NG,OYIGBO,12.5,62.5,25
611,Oyo East,NG031029,Oyo East,NG031,Nigeria,NG,OYO EAST,47.4,42.1,10.5
612,Oyo West,NG031030,Oyo West,NG031,Nigeria,NG,OYO WEST,6.7,60,33.3
613,Oyun,NG024015,Oyun,NG024,Nigeria,NG,OYUN,52.6,26.3,21.1
614,Paikoro,NG027019,Paikoro,NG027,Nigeria,NG,PAIKORO,58.3,8.3,33.3
615,Pankshin,NG032013,Pankshin,NG032,Nigeria,NG,PANKSHIN,29.4,23.5,47.1
616,Patani,NG010016,Patani,NG010,Nigeria,NG,PATANI,30.8,30.8,38.5
617,Pategi,NG024016,Pategi,NG024,Nigeria,NG,PATEGI,14.3,14.3,71.4
618,Port-Harcourt,NG033022,Port-Harcourt,NG033,Nigeria,NG,PORT-HARCOURT,47.1,41.2,11.8
619,Potiskum,NG036014,Potiskum,NG036,Nigeria,NG,POTISKUM,22.2,44.4,33.3
620,Qua'an Pan,NG032014,Quaan Pan,NG032,Nigeria,NG,QUA'AN PAN,7.1,64.3,28.6
621,Rabah,NG034012,Rabah,NG034,Nigeria,NG,RABAH,5.9,41.2,52.9
622,Rafi,NG027020,Rafi,NG027,Nigeria,NG,RAFI,21.4,50,28.6
623,Rano,NG020032,Rano,NG020,Nigeria,NG,RANO,33.3,44.4,22.2
624,Remo North,NG028019,Remo North,NG028,Nigeria,NG,REMO NORTH,41.2,41.2,17.6
625,Rijau,NG027021,Rijau,NG027,Nigeria,NG,RIJAU,40,46.7,13.3
626,Rimi,NG021030,Rimi,NG021,Nigeria,NG,RIMI,21.4,50,28.6
627,Rimin Gado,NG020033,Rimin Gado,NG020,Nigeria,NG,RIMIN GADO,55.6,27.8,16.7
628,Ringim,NG018023,Ringim,NG018,Nigeria,NG,RINGIM,6.7,26.7,66.7
629,Riyom,NG032015,Riyom,NG032,Nigeria,NG,RIYOM,47.6,28.6,23.8
630,Rogo,NG020034,Rogo,NG020,Nigeria,NG,ROGO,33.3,44.4,22.2
631,Roni,NG018024,Roni,NG018,Nigeria,NG,RONI,43.5,26.1,30.4
632,Sabon-Gari,NG019019,Sabon-Gari,NG019,Nigeria,NG,SABON-GARI,16.7,33.3,50
633,Sabon Birni,NG034013,Sabon Birni,NG034,Nigeria,NG,SABON BIRNI,40,35,25
634,Sabuwa,NG021031,Sabuwa,NG021,Nigeria,NG,SABUWA,25,50,25
635,Safana,NG021032,Safana,NG021,Nigeria,NG,SAFANA,33.3,37.5,29.2
636,Sagbama,NG006006,Sagbama,NG006,Nigeria,NG,SAGBAMA,7.7,69.2,23.1
637,Sakaba,NG022016,Sakaba,NG022,Nigeria,NG,SAKABA,7.1,50,42.9
638,Saki East,NG031031,Saki East,NG031,Nigeria,NG,SAKI EAST,27.8,44.4,27.8
639,Saki West,NG031032,Saki West,NG031,Nigeria,NG,SAKI WEST,42.9,42.9,14.3
640,Sandamu,NG021033,Sandamu,NG021,Nigeria,NG,SANDAMU,44.4,11.1,44.4
641,Sanga,NG019020,Sanga,NG019,Nigeria,NG,SANGA,38.5,7.7,53.8
642,Sapele,NG010017,Sapele,NG010,Nigeria,NG,SAPELE,38.5,38.5,23.1
643,Sardauna,NG035011,Sardauna,NG035,Nigeria,NG,SARDAUNA,45,35,20
644,Shagamu,NG028020,Shagamu,NG028,Nigeria,NG,SHAGAMU,37,25.9,37
645,Shagari,NG034014,Shagari,NG034,Nigeria,NG,SHAGARI,43.8,25,31.3
646,Shanga,NG022017,Shanga,NG022,Nigeria,NG,SHANGA,37.5,37.5,25
647,Shanono,NG020035,Shanono,NG020,Nigeria,NG,SHANONO,23.1,38.5,38.5
648,Shelleng,NG002017,Shelleng,NG002,Nigeria,NG,SHELLENG,16.7,50,33.3
649,Shendam,NG032016,Shendam,NG032,Nigeria,NG,SHENDAM,26.7,66.7,6.7
650,Shinkafi,NG037011,Shinkafi,NG037,Nigeria,NG,SHINKAFI,44.4,22.2,33.3
651,Shira,NG005016,Shira,NG005,Nigeria,NG,SHIRA,61.5,7.7,30.8
652,Shiroro,NG027022,Shiroro,NG027,Nigeria,NG,SHIRORO,21.4,35.7,42.9
653,Shomgom,NG016010,Shomgom,NG016,Nigeria,NG,SHOMGOM,47.1,35.3,17.6
654,Shomolu,NG025019,Shomolu,NG025,Nigeria,NG,SHOMOLU,21.4,64.3,14.3
655,Silame,NG034015,Silame,NG034,Nigeria,NG,SILAME,17.6,29.4,52.9
656,Soba,NG019021,Soba,NG019,Nigeria,NG,SOBA,41.7,50,8.3
657,Sokoto North,NG034016,Sokoto North,NG034,Nigeria,NG,SOKOTO NORTH,20,35,45
658,Sokoto South,NG034017,Sokoto South,NG034,Nigeria,NG,SOKOTO SOUTH,40,20,40
659,Song,NG002018,Song,NG002,Nigeria,NG,SONG,50,25,25
660,Southern Ijaw,NG006007,Southern Ijaw,NG006,Nigeria,NG,SOUTHERN IJAW,33.3,33.3,33.3
661,Sule-Tankarkar,NG018025,Sule-Tankarkar,NG018,Nigeria,NG,SULE-TANKARKAR,50,10,40
662,Suleja,NG027023,Suleja,NG027,Nigeria,NG,SULEJA,38.9,55.6,5.6
663,Sumaila,NG020036,Sumaila,NG020,Nigeria,NG,SUMAILA,17.6,52.9,29.4
664,Suru,NG022018,Suru,NG022,Nigeria,NG,SURU,31.6,21.1,47.4
665,Surulere,NG025020,Surulere,NG025,Nigeria,NG,SURULERE,41.2,41.2,17.6
666,Surulere,NG031033,Surulere,NG031,Nigeria,NG,SURULERE,33.3,33.3,33.3
667,Tafa,NG027024,Tafa,NG027,Nigeria,NG,TAFA,14.3,57.1,28.6
668,Tafawa-Balewa,NG005017,Tafawa-Balewa,NG005,Nigeria,NG,TAFAWA-BALEWA,47.4,36.8,15.8
669,Tai,NG033023,Tai,NG033,Nigeria,NG,TAI,26.7,40,33.3
670,Takai,NG020037,Takai,NG020,Nigeria,NG,TAKAI,33.3,50,16.7
671,Takum,NG035012,Takum,NG035,Nigeria,NG,TAKUM,18.8,43.8,37.5
672,Talata Mafara,NG037012,Talata Mafara,NG037,Nigeria,NG,TALATA MAFARA,15.4,7.7,76.9
673,Tambuwal,NG034018,Tambuwal,NG034,Nigeria,NG,TAMBUWAL,25,50,25
674,Tangaza,NG034019,Tangaza,NG034,Nigeria,NG,TANGAZA,21.7,43.5,34.8
675,Tarauni,NG020038,Tarauni,NG020,Nigeria,NG,TARAUNI,37.5,41.7,20.8
676,Tarka,NG007020,Tarka,NG007,Nigeria,NG,TARKA,36.8,31.6,31.6
677,Tarmua,NG036015,Tarmua,NG036,Nigeria,NG,TARMUA,25,37.5,37.5
678,Taura,NG018026,Taura,NG018,Nigeria,NG,TAURA,50,15,35
679,Tofa,NG020039,Tofa,NG020,Nigeria,NG,TOFA,64.3,14.3,21.4
680,Toro,NG005018,Toro,NG005,Nigeria,NG,TORO,45.5,18.2,36.4
681,Toto,NG026012,Toto,NG026,Nigeria,NG,TOTO,25.9,37,37
682,Toungo,NG002019,Toungo,NG002,Nigeria,NG,TOUNGO,20,40,40
683,Tsafe,NG037013,Tsafe,NG037,Nigeria,NG,TSAFE,14.3,28.6,57.1
684,Tsanyawa,NG020040,Tsanyawa,NG020,Nigeria,NG,TSANYAWA,30.8,53.8,15.4
685,Tudun Wada,NG020041,Tudun Wada,NG020,Nigeria,NG,TUDUN WADA,37.5,33.3,29.2
686,Tureta,NG034020,Tureta,NG034,Nigeria,NG,TURETA,16.7,33.3,50
687,Udenu,NG014015,Udenu,NG014,Nigeria,NG,UDENU,26.7,40,33.3
688,Udi,NG014016,Udi,NG014,Nigeria,NG,UDI,35.7,57.1,7.1
689,Udu,NG010018,Udu,NG010,Nigeria,NG,UDU,27.8,33.3,38.9
690,Udung Uko,NG003027,Udung Uko,NG003,Nigeria,NG,UDUNG UKO,34.5,34.5,31
691,Ughelli North,NG010019,Ughelli North,NG010,Nigeria,NG,UGHELLI NORTH,31.6,26.3,42.1
692,Ughelli South,NG010020,Ughelli South,NG010,Nigeria,NG,UGHELLI SOUTH,10,70,20
693,Ugwunagbo,NG001012,Ugwunagbo,NG001,Nigeria,NG,UGWUNAGBO,7.1,42.9,50
694,Uhunmwonde,NG012018,Uhunmwonde,NG012,Nigeria,NG,UHUNMWONDE,44.4,44.4,11.1
695,Ukanafun,NG003028,Ukanafun,NG003,Nigeria,NG,UKANAFUN,33.3,37.5,29.2
696,Ukum,NG007021,Ukum,NG007,Nigeria,NG,UKUM,32,36,32
697,Ukwa East,NG001013,Ukwa East,NG001,Nigeria,NG,UKWA EAST,50,5,45
698,Ukwa West,NG001014,Ukwa West,NG001,Nigeria,NG,UKWA WEST,60,26.7,13.3
699,Ukwuani,NG010021,Ukwuani,NG010,Nigeria,NG,UKWUANI,28.6,42.9,28.6
700,Umu-Nneochi,NG001017,Umu-Nneochi,NG001,Nigeria,NG,UMU-NNEOCHI,42.9,33.3,23.8
701,Umuahia North,NG001015,Umuahia North,NG001,Nigeria,NG,UMUAHIA NORTH,22.2,44.4,33.3
702,Umuahia South,NG001016,Umuahia South,NG001,Nigeria,NG,UMUAHIA SOUTH,47.6,42.9,9.5
703,Ungogo,NG020042,Ungogo,NG020,Nigeria,NG,UNGOGO,28.6,14.3,57.1
704,Unuimo,NG017027,Unuimo,NG017,Nigeria,NG,UNUIMO,20,60,20
705,Uruan,NG003029,Uruan,NG003,Nigeria,NG,URUAN,8.3,16.7,75
706,Urue-Offong/Oruko,NG003030,Urue-Offong/Oruko,NG003,Nigeria,NG,URUE-OFFONG/ORUKO,50,44.4,5.6
707,Ushongo,NG007022,Ushongo,NG007,Nigeria,NG,USHONGO,41.7,16.7,41.7
708,Ussa,NG035013,Ussa,NG035,Nigeria,NG,USSA,58.8,35.3,5.9
709,Uvwie,NG010022,Uvwie,NG010,Nigeria,NG,UVWIE,40,20,40
710,Uyo,NG003031,Uyo,NG003,Nigeria,NG,UYO,31.6,52.6,15.8
711,Uzo-Uwani,NG014017,Uzo-Uwani,NG014,Nigeria,NG,UZO-UWANI,38.9,16.7,44.4
712,Vandeikya,NG007023,Vandeikya,NG007,Nigeria,NG,VANDEIKYA,45.5,40.9,13.6
713,Wamako,NG034021,Wamako,NG034,Nigeria,NG,WAMAKO,38.5,38.5,23.1
714,Wamba,NG026013,Wamba,NG026,Nigeria,NG,WAMBA,10.5,36.8,52.6
715,Warawa,NG020043,Warawa,NG020,Nigeria,NG,WARAWA,38.1,28.6,33.3
716,Warji,NG005019,Warji,NG005,Nigeria,NG,WARJI,12.5,43.8,43.8
717,Warri North,NG010023,Warri North,NG010,Nigeria,NG,WARRI NORTH,35.7,28.6,35.7
718,Warri South,NG010024,Warri South,NG010,Nigeria,NG,WARRI SOUTH,28.6,28.6,42.9
719,Warri South West,NG010025,Warri South West,NG010,Nigeria,NG,WARRI SOUTH WEST,18.8,31.3,50
720,Wasagu/Danko,NG022019,Wasagu/Danko,NG022,Nigeria,NG,WASAGU/DANKO,36.8,31.6,31.6
721,Wase,NG032017,Wase,NG032,Nigeria,NG,WASE,45,35,20
722,Wudil,NG020044,Wudil,NG020,Nigeria,NG,WUDIL,17.6,23.5,58.8
723,Wukari,NG035014,Wukari,NG035,Nigeria,NG,WUKARI,32.1,35.7,32.1
724,Wurno,NG034022,Wurno,NG034,Nigeria,NG,WURNO,47.1,41.2,11.8
725,Wushishi,NG027025,Wushishi,NG027,Nigeria,NG,WUSHISHI,42.9,14.3,42.9
726,Yabo,NG034023,Yabo,NG034,Nigeria,NG,YABO,25,66.7,8.3
727,Yagba East,NG023020,Yagba East,NG023,Nigeria,NG,YAGBA EAST,15.8,47.4,36.8
728,Yagba West,NG023021,Yagba West,NG023,Nigeria,NG,YAGBA WEST,7.1,21.4,71.4
729,Yakurr,NG009018,Yakurr,NG009,Nigeria,NG,YAKURR,50,30,20
730,Yala,NG009019,Yala,NG009,Nigeria,NG,YALA,64.3,14.3,21.4
731,Yamaltu/Deba,NG016011,Yamaltu/Deba,NG016,Nigeria,NG,YAMALTU/DEBA,50,25,25
732,Yankwashi,NG018027,Yankwashi,NG018,Nigeria,NG,YANKWASHI,12.5,37.5,50
733,Yauri,NG022020,Yauri,NG022,Nigeria,NG,YAURI,17.4,39.1,43.5
734,Yenegoa,NG006008,Yenegoa,NG006,Nigeria,NG,YENEGOA,44.4,38.9,16.7
735,Yola South,NG002021,Yola South,NG002,Nigeria,NG,YOLA SOUTH,15.4,7.7,76.9
736,Yola North,NG002020,Yola North,NG002,Nigeria,NG,YOLA NORTH,50,16.7,33.3
737,Yorro,NG035015,Yorro,NG035,Nigeria,NG,YORRO,39.1,17.4,43.5
738,Yunusari,NG036016,Yunusari,NG036,Nigeria,NG,YUNUSARI,33.3,6.7,60
739,Yusufari,NG036017,Yusufari,NG036,Nigeria,NG,YUSUFARI,31.6,15.8,52.6
740,Zaki,NG005020,Zaki,NG005,Nigeria,NG,ZAKI,47.1,17.6,35.3
741,Zango,NG021034,Zango,NG021,Nigeria,NG,ZANGO,50,35.7,14.3
742,Zango-Kataf,NG019022,Zango-Kataf,NG019,Nigeria,NG,ZANGO-KATAF,36.4,36.4,27.3
743,Zaria,NG019023,Zaria,NG019,Nigeria,NG,ZARIA,36.8,47.4,15.8
744,Zing,NG035016,Zing,NG035,Nigeria,NG,ZING,28,36,36
745,Zurmi,NG037014,Zurmi,NG037,Nigeria,NG,ZURMI,28.6,47.6,23.8
746,Zuru,NG022021,Zuru,NG022,Nigeria,NG,ZURU,25,41.7,33.3
747,Bakassi,NG009005,Bakassi,NG009,Nigeria,NG,BAKASSI,17.4,43.5,39.1
748,Abadam,NG008001,Abadam,NG008,Nigeria,NG,ABADAM,42.9,50,7.1
749,Askira/Uba,NG008002,Askira/Uba,NG008,Nigeria,NG,ASKIRA/UBA,25,25,50
750,Bama,NG008003,Bama,NG008,Nigeria,NG,BAMA,36,24,40
751,Bayo,NG008004,Bayo,NG008,Nigeria,NG,BAYO,39.1,26.1,34.8
752,Biu,NG008005,Biu,NG008,Nigeria,NG,BIU,42.9,21.4,35.7
753,Chibok,NG008006,Chibok,NG008,Nigeria,NG,CHIBOK,20.8,41.7,37.5
754,Damboa,NG008007,Damboa,NG008,Nigeria,NG,DAMBOA,31,34.5,34.5
755,Dikwa,NG008008,Dikwa,NG008,Nigeria,NG,DIKWA,40,26.7,33.3
756,Gubio,NG008009,Gubio,NG008,Nigeria,NG,GUBIO,35.3,35.3,29.4
757,Guzamala,NG008010,Guzamala,NG008,Nigeria,NG,GUZAMALA,45,20,35
758,Gwoza,NG008011,Gwoza,NG008,Nigeria,NG,GWOZA,30.4,39.1,30.4
759,Hawul,NG008012,Hawul,NG008,Nigeria,NG,HAWUL,41.2,41.2,17.6
760,Jere,NG008013,Jere,NG008,Nigeria,NG,JERE,7.1,50,42.9
761,Kaga,NG008014,Kaga,NG008,Nigeria,NG,KAGA,31.6,36.8,31.6
762,Kala/Balge,NG008015,Kala/Balge,NG008,Nigeria,NG,KALA/BALGE,43.8,50,6.3
763,Konduga,NG008016,Konduga,NG008,Nigeria,NG,KONDUGA,33.3,33.3,33.3
764,Kukawa,NG008017,Kukawa,NG008,Nigeria,NG,KUKAWA,29.4,47.1,23.5
765,Kwaya Kusar,NG008018,Kwaya Kusar,NG008,Nigeria,NG,KWAYA KUSAR,11.1,11.1,77.8
766,Mafa,NG008019,Mafa,NG008,Nigeria,NG,MAFA,33.3,44.4,22.2
767,Magumeri,NG008020,Magumeri,NG008,Nigeria,NG,MAGUMERI,42.1,42.1,15.8
768,Maiduguri,NG008021,Maiduguri,NG008,Nigeria,NG,MAIDUGURI,25,31.3,43.8
769,Marte,NG008022,Marte,NG008,Nigeria,NG,MARTE,21.4,64.3,14.3
770,Mobbar,NG008023,Mobbar,NG008,Nigeria,NG,MOBBAR,50,20,30
771,Monguno,NG008024,Monguno,NG008,Nigeria,NG,MONGUNO,30.4,30.4,39.1
772,Ngala,NG008025,Ngala,NG008,Nigeria,NG,NGALA,41.7,50,8.3
773,Nganzai,NG008026,Nganzai,NG008,Nigeria,NG,NGANZAI,60,13.3,26.7
774,Shani,NG008027,Shani,NG008,Nigeria,NG,SHANI,45,45,10
